シーケンス,コマンド,条件1,比較,条件2,引数１（ジャンプ先）,引数２,引数３,引数４,引数５,引数６
"初期化",,,0,,,0,0,,,
,"ローカル変数",,0,,"ダンジョン入口番号",0,0,,,
,"拠点会話追加",,0,,,0,0,,,
,"終了",,0,,,0,0,,,
"メイン",,,0,,,0,0,,,
,"コメント",,0,,"◆◆迷いの森",0,0,,,
,"サブルーチン呼び出し",,0,,"初期化_変数設定",0,0,,,
,"変数セット",,0,,"G_迷いの森4_ドルクの砦へ",0,0,,,
,"変数セット","G_賢者の里4_ダンジョンへ",1,"1","ダンジョン入口番号",0,1,,,
,"ジャンプ",,0,,"迷いの森ダンジョン",0,0,,,
"移動先_ミラ神像",,,0,,,0,0,,,
,"ミニマップ",,0,,"AdvMap_LostWoods_Mira",0,0,,,
,"移動先追加",,0,,"ミラ神像",0,0,,,
,"移動先追加",,0,,"森に入る_0",2,0,,,
,"移動先追加",,0,,"森に入る_1",2,0,,,
,"移動先追加",,0,,"森に入る_2",2,0,,,
,"移動先追加",,0,,"森に入る_3",2,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"初期化_変数設定",,,0,,,0,0,,,
,"変数セット",,0,,"ダンジョン入口番号",0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"森に入る_0",,,0,,,0,0,,,
,"変数セット",,0,,"ダンジョン入口番号",0,10,,,
,"ジャンプ",,0,,"迷いの森ダンジョン",0,0,,,
"森に入る_1",,,0,,,0,0,,,
,"変数セット",,0,,"ダンジョン入口番号",0,11,,,
,"ジャンプ",,0,,"迷いの森ダンジョン",0,0,,,
"森に入る_2",,,0,,,0,0,,,
,"変数セット",,0,,"ダンジョン入口番号",0,12,,,
,"ジャンプ",,0,,"迷いの森ダンジョン",0,0,,,
"森に入る_3",,,0,,,0,0,,,
,"変数セット",,0,,"ダンジョン入口番号",0,13,,,
,"ジャンプ",,0,,"迷いの森ダンジョン",0,0,,,
"迷いの森ダンジョン",,,0,,,0,0,,,
,"コメント",,0,,"迷いの森ダンジョン",0,0,,,
,"サブルーチン呼び出し","G_賢者の里4_ダンジョンへ",1,"1","迷いの森出撃選択",0,0,,,
,"ダンジョン","ダンジョン入口番号",1,"1","迷路_迷いの森１",0,0,"start6",,
,"ダンジョン","ダンジョン入口番号",1,"10","迷路_迷いの森１",0,0,"start4",,
,"ダンジョン","ダンジョン入口番号",1,"11","迷路_迷いの森１",0,0,"start3",,
,"ダンジョン","ダンジョン入口番号",1,"12","迷路_迷いの森１",0,0,"start2",,
,"ダンジョン","ダンジョン入口番号",1,"13","迷路_迷いの森１",0,0,"start5",,
,"ダンジョン","ダンジョン入口番号",1,"0","迷路_迷いの森１",0,0,"start1",,
,"ジャンプ","*結果",1,"exit1","ドルクの砦へ",0,0,,,
,"ジャンプ","*結果",1,"exit2","ミラ神像",0,0,,,
,"ジャンプ","*結果",1,"exit3","ミラ神像",0,0,,,
,"ジャンプ","*結果",1,"exit4","ミラ神像",0,0,,,
,"ジャンプ","*結果",1,"exit5","ミラ神像",0,0,,,
,"ジャンプ","*結果",1,"exit6","賢者の里",0,0,,,
,"アサート",,0,,"結果が不正です",0,0,,,
"迷いの森出撃選択",,,0,,,0,0,,,
,"変数セット",,0,,"G_賢者の里4_ダンジョンへ",0,0,,,
,"戻り先指定",,0,,"賢者の里",0,0,,,
,"出撃選択",,0,,,0,0,"Dng_MayoiMori",,
,"サブルーチン終了",,0,,,0,0,,,
"ミラ神像",,,0,,,0,0,,,
,"サブルーチン呼び出し",,0,,"移動先_ミラ神像",0,0,,,
,"背景",,0,,"拠点_迷いの森_ミラ神像",0,0,,,
,"ミラコマンド追加",,0,,,0,0,,,
,"フェードイン",,0,,,1,0,,,
,"現在地表示",,0,,,0,0,,,
,"コマンド実行",,0,,,0,0,,,
"賢者の里",,,0,,,0,0,,,
,"スポットフラグ","*クリア済み",2,"True","クリア済み",0,1,,,
,"変数セット",,0,,"G_拠点会話_コンラート_2",0,1,,,
,"イベントジャンプ",,0,,"賢者の里",0,0,,,
"ドルクの砦へ",,,0,,,0,0,,,
,"BGM停止",,0,,,1,0,,,
,"変数セット",,0,,"G_ドルクの砦内部4_迷いの森へ",0,0,,,
,"変数セット",,0,,"G_迷いの森4_ドルクの砦へ",0,1,,,
,"イベントジャンプ",,0,,"ドルクの砦内部",0,0,,,
,"終了",,0,,,0,0,,,
"アドベンチャーをスキップ",,,0,,,0,0,,,
,"変数セット",,0,,"G_拠点会話_コンラート_2",0,1,,,
,"変数セット",,0,,"G_ドルクの砦内部4_迷いの森へ",0,0,,,
,"イベントジャンプ",,0,,"賢者の里",0,0,,,
