シーケンス,コマンド,条件1,比較,条件2,引数１（ジャンプ先）,引数２,引数３,引数４,引数５,引数６
"初期化",,,0,,,0,0,,,
,"拠点会話追加",,0,,,0,0,,,
,"終了",,0,,,0,0,,,
"メイン",,,0,,,0,0,,,
,"コメント",,0,,"メイン",0,0,,,
,"サブルーチン呼び出し",,0,,"初期化_変数設定",0,0,,,
,"ジャンプ",,0,,"入り口ダンジョン",0,0,,,
"入り口ダンジョン",,,0,,,0,0,,,
,"出撃選択",,0,,,0,0,"Dng_RyuuHokora",,
,"ダンジョン",,0,,"迷路_竜のほこら１",0,0,"start1",,
,"ジャンプ",,0,,"迷路_竜のほこら１",0,0,,,
"迷路_竜のほこら１",,,0,,,0,0,,,
,"コメント",,0,,"迷路_竜のほこら１",0,0,,,
,"ジャンプ","*結果",1,"exit3","復活の泉",0,0,,,
,"ジャンプ","*結果",1,"exit2","ミラ神像",0,0,,,
,"ジャンプ","*結果",1,"exit1","出口",0,0,,,
,"アサート",,0,,"結果が不正です",0,0,,,
"移動先_竜のほこら",,,0,,,0,0,,,
,"コメント",,0,,"移動先追加",0,0,,,
,"ミニマップ",,0,,"AdvMap_DragonTemple_Mira",0,0,,,
,"移動先追加",,0,,"ミラ神像",0,0,,,
,"移動先追加",,0,,"戻る",2,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"初期化_変数設定",,,0,,,0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"ミラ神像",,,0,,,0,0,,,
,"サブルーチン呼び出し",,0,,"移動先_竜のほこら",0,0,,,
,"背景",,0,,"拠点_竜のほこら_ミラ神像",0,0,,,
,"ミラコマンド追加",,0,,,0,0,,,
,"フェードイン",,0,,,1,0,,,
,"現在地表示",,0,,,0,0,,,
,"コマンド実行",,0,,,0,0,,,
"奥へ",,,0,,,0,0,,,
,"ダンジョン",,0,,"迷路_竜のほこら_部屋１",0,0,"start1",,
,"ジャンプ",,0,,"迷路_竜のほこら_部屋１",0,0,,,
"迷路_竜のほこら_部屋１",,,0,,,0,0,,,
,"コメント",,0,,"迷路_竜のほこら_部屋１",0,0,,,
,"ジャンプ","*結果",1,"exit1","ミラ神像",0,0,,,
,"アサート",,0,,"結果が不正です",0,0,,,
"戻る",,,0,,,0,0,,,
,"ダンジョン",,0,,"迷路_竜のほこら１",0,0,"start2",,
,"ジャンプ",,0,,"迷路_竜のほこら１",0,0,,,
"復活の泉",,,0,,,0,0,,,
,"ダンジョン",,0,,"迷路_竜のほこら２",0,0,"start1",,
,"ジャンプ",,0,,"迷路_竜のほこら２",0,0,,,
"迷路_竜のほこら２",,,0,,,0,0,,,
,"コメント",,0,,"迷路_竜のほこら１",0,0,,,
,"ジャンプ","*結果",1,"exit1","入り口ダンジョンへ",0,0,,,
,"アサート",,0,,"結果が不正です",0,0,,,
"入り口ダンジョンへ",,,0,,,0,0,,,
,"ダンジョン",,0,,"迷路_竜のほこら１",0,0,"start3",,
,"ジャンプ",,0,,"迷路_竜のほこら１",0,0,,,
"出口",,,0,,,0,0,,,
,"スポットフラグ","*クリア済み",2,"True","クリア済み",0,1,,,
,"サブルーチン呼び出し",,0,,"GS_セーブメニュー",0,0,,,
,"終了",,0,,,0,0,,,
"アドベンチャーをスキップ",,,0,,,0,0,,,
,"終了",,0,,,0,0,,,
