シーケンス,コマンド,条件1,比較,条件2,引数１（ジャンプ先）,引数２,引数３,引数４,引数５,引数６
"初期化",,,0,,,0,0,,,
,"拠点会話追加",,0,,,0,0,,,
,"終了",,0,,,0,0,,,
"メイン",,,0,,,0,0,,,
,"サブルーチン呼び出し","*訪問済み",2,"True","オープニング",0,0,,,
,"ジャンプ",,0,,"入り口",0,0,,,
"オープニング",,,0,,,0,0,,,
,"章タイトル",,0,,"暦表示なし",0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"移動先_入口",,,0,,,0,0,,,
,"コメント",,0,,"移動先追加",0,0,,,
,"ミニマップ",,0,,"AdvMap_Altar_Ent_E010",0,0,,"MID_戦闘タイトル_追加コンテンツ",
,"移動先追加",,0,,"奥へ進む",2,0,,,
,"移動先追加",,0,,"入り口",0,0,,,
,"移動先追加",,0,,"外に出る",1,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"入り口",,,0,,,0,0,,,
,"サブルーチン呼び出し",,0,,"移動先_入口",0,0,,,
,"背景",,0,,"E010_拠点_封印の祭壇_出入り口",0,0,,,
,"サブルーチン呼び出し",,0,,"入り口_フェード前",0,0,,,
,"フェードイン",,0,,,1,0,,,
,"サブルーチン呼び出し","*訪問済み",2,"True","入り口_フェード後",0,0,,,
,"現在地表示",,0,,,0,0,,,
,"コマンド実行",,0,,,0,0,,,
"入り口_フェード後",,,0,,,0,0,,,
,"会話",,0,,"MID_OP1",3,0,,,
,"スポットフラグ",,0,,"訪問済み",0,1,,,
,"サブルーチン終了",,0,,,0,0,,,
"入り口_フェード前",,,0,,,0,0,,,
,"立ち絵追加",,0,,"MID_OP2",3,0,"隠者",,
,"サブルーチン終了",,0,,,0,0,,,
"奥へ進む",,,0,,,0,0,,,
,"BGM停止",,0,,,1000,0,,,
,"戻り先指定",,0,,"入り口",0,0,,,
,"出撃選択",,0,,,0,0,"Dng_E010",,
,"ダンジョン",,0,,"E010_迷路1",0,0,"start1",,
,"ジャンプ","*結果",1,"exit1","入り口",0,0,,,
,"ジャンプ","*結果",1,"exit2","ミラ神像",0,0,,,
"外に出る",,,0,,,0,0,,,
,"スポットフラグ","*クリア済み",2,"True","クリア済み",0,1,,,
,"サブルーチン呼び出し",,0,,"GS_セーブメニュー",0,0,,,
,"終了",,0,,,0,0,,,
"移動先_祭壇",,,0,,,0,0,,,
,"コメント",,0,,"移動先追加",0,0,,,
,"ミニマップ",,0,,"AdvMap_Alter_Mira_E010",0,0,,"MID_戦闘タイトル_追加コンテンツ",
,"移動先追加",,0,,"ミラ神像",0,0,,,
,"移動先追加",,0,,"戻る00",2,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"ミラ神像",,,0,,,0,0,,,
,"サブルーチン呼び出し",,0,,"移動先_祭壇",0,0,,,
,"背景",,0,,"E010_拠点_封印の祭壇",0,0,,,
,"サブルーチン呼び出し",,0,,"祭壇_フェード前",0,0,,,
,"フェードイン",,0,,,1,0,,,
,"現在地表示",,0,,,0,0,,,
,"神像コマンド追加",,0,,,0,0,,,
,"コマンド実行",,0,,,0,0,,,
"戻る00",,,0,,,0,0,,,
,"ダンジョン",,0,,"E010_迷路1",0,0,"start2",,
,"ジャンプ","*結果",1,"exit1","入り口",0,0,,,
,"ジャンプ","*結果",1,"exit2","ミラ神像",0,0,,,
"祭壇_フェード前",,,0,,,0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
