シーケンス,コマンド,条件1,比較,条件2,引数１（ジャンプ先）,引数２,引数３,引数４,引数５,引数６
"変数設定_2章",,,0,,,0,0,,,
,"ローカル変数",,0,,"2_強制会話_玄関",0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"初期化_変数設定2章",,,0,,,0,0,,,
,"変数セット","G_修道院2_初回訪問",1,"0","2_強制会話_玄関",0,0,,,
,"変数セット","G_修道院2_初回訪問",1,"1","2_強制会話_玄関",0,1,,,
,"サブルーチン終了",,0,,,0,0,,,
"2章タイトルイベント",,,0,,,0,0,,,
,"コメント",,0,,"ムービー終わったら一旦GMAPへ",0,0,,,
,"壁紙表示",,0,,,0,0,,,
,"章タイトル",,0,,,1,0,,,
,"ムービー",,0,,"Mov_Ep04_Nikusimi",0,0,,,
,"壁紙消去",,0,,,0,0,,,
,"終了",,0,,,0,0,,,
"玄関_フェード前2章",,,0,,,0,0,,,
,"立ち絵追加","*加入",2,"メイ",,4,0,"メイ",,
,"立ち絵追加","*加入",2,"ボーイ",,2,0,"ボーイ",,
,"サブルーチン終了",,0,,,0,0,,,
"玄関_フェード後2章",,,0,,,0,0,,,
,"サブルーチン呼び出し","2_強制会話_玄関",1,"0","玄関_強制会話2章",0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"玄関_強制会話2章",,,0,,,0,0,,,
,"会話",,0,,"MID_EV3",3,0,,,
,"仲間入り","*加入",2,"メイ","メイ",0,0,"ボーイ",,
,"立ち絵消去",,0,,"メイ",4,0,,,
,"立ち絵消去",,0,,"ボーイ",2,0,,,
,"移動先許可",,0,,"外に出る",0,0,,,
,"変数セット",,0,,"2_強制会話_玄関",0,1,,,
,"サブルーチン終了",,0,,,0,0,,,
"ミラ神像_フェード前2章",,,0,,,0,0,,,
,"コメント",,0,,"ミラ神像_フェード前2章",0,0,,,
,"立ち絵追加",,0,,"ノーマさまと会話2章",3,0,"ノーマ",,
,"立ち絵追加",,0,,"シスターと会話2章",5,0,"シスター（青）","MID_シスター",
,"立ち絵追加",,0,,"賢者と会話2章",1,0,"賢者（青）","MID_賢者",
,"サブルーチン終了",,0,,,0,0,,,
"ミラ神像_セリカオープニングイベント",,,0,,,0,0,,,
,"変数セット",,0,,"サブクエスト配置",0,0,,,
,"背景",,0,,"拠点_修道院_玄関",0,0,,,
,"GMAPセット",,0,,"海１",4,0,,,
,"立ち絵追加",,0,"メイ",,4,0,"メイ",,
,"立ち絵追加",,0,"ボーイ",,2,0,"ボーイ",,
,"立ち絵追加",,0,"ジェニー",,5,0,"ジェニー",,
,"フェードイン",,0,,,1,0,,,
,"会話",,0,,"MID_EV1",3,0,,,
,"フェードアウト",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"立ち絵消去",,0,,"メイ",4,0,,,
,"立ち絵消去",,0,,"ボーイ",2,0,,,
,"立ち絵消去",,0,,"ジェニー",5,0,,,
,"変数セット",,0,,"G_修道院2_クリア",0,1,,,
,"スポットフラグ",,0,,"クリア済み",0,1,,,
,"サブルーチン終了",,0,,,0,0,,,
"ミラ神像_フェード後2章",,,0,,,0,0,,,
,"会話","G_修道院2_初回訪問",1,"0","MID_EV2",3,0,,,
,"アイテム入手","G_修道院2_初回訪問",1,"0","IID_ミラの歯車(セリカ)",1,0,,,
,"変数セット",,0,,"G_修道院2_初回訪問",0,1,,,
,"サブルーチン終了",,0,,,0,0,,,
"ノーマさまと会話2章",,,0,,,0,0,,,
,"会話",,0,,"MID_ADV1_ノーマ",3,0,,,
,"会話終了",,0,,,0,0,,,
"シスターと会話2章",,,0,,,0,0,,,
,"会話",,0,,"MID_ADV1_シスター",5,0,,,
,"会話終了",,0,,,0,0,,,
"賢者と会話2章",,,0,,,0,0,,,
,"会話",,0,,"MID_ADV1_賢者",1,0,,,
,"会話終了",,0,,,0,0,,,
"アドベンチャーをスキップ_2章",,,0,,,1,0,,,
,"変数セット",,0,,"G_修道院2_初回訪問",0,1,,,
,"GMAPセット",,0,,"海１",4,0,,,
,"仲間入り","*加入",2,"メイ","メイ",0,0,,,
,"仲間入り","*加入",2,"ボーイ","ボーイ",0,0,,,
,"仲間入り","*加入",2,"ジェニー","ジェニー",0,0,,,
,"ジャンプ",,0,,"入り口",0,0,,,
