シーケンス,コマンド,条件1,比較,条件2,引数１（ジャンプ先）,引数２,引数３,引数４,引数５,引数６
"初期化",,,0,,,0,0,,,
,"拠点会話追加",,0,,,0,0,,,
,"終了",,0,,,0,0,,,
"メイン",,,0,,,0,0,,,
,"コメント",,0,,"メイン",0,0,,,
,"サブルーチン呼び出し",,0,,"移動先_フリアの港",0,0,,,
,"サブルーチン呼び出し",,0,,"初期化_変数設定",0,0,,,
,"ジャンプ",,0,,"出入り口",0,0,,,
"移動先_フリアの港",,,0,,,0,0,,,
,"コメント",,0,,"移動先追加",0,0,,,
,"ミニマップ",,0,,"AdvMap_FuriaPort",0,0,,,
,"移動先追加",,0,,"出入り口",0,0,,,
,"移動先追加",,0,,"ミラ神像",0,0,,,
,"移動先追加",,0,,"広場",0,0,,,
,"移動先追加",,0,,"鍛冶屋",0,0,,,
,"移動先追加",,0,,"港を出る",1,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"初期化_変数設定",,,0,,,0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"鍛冶屋",,,0,,,0,0,,,
,"背景",,0,,"拠点_フリアの港_鍛冶屋",0,0,,,
,"サブルーチン呼び出し",,0,,"GS_鍛冶屋立ち絵追加",0,0,,,
,"フェードイン",,0,,,1,0,,,
,"現在地表示",,0,,,0,0,,,
,"コマンド実行",,0,,,0,0,,,
"出入り口",,,0,,,0,0,,,
,"背景",,0,,"拠点_フリアの港_出入り口",0,0,,,
,"サブルーチン呼び出し","*章",1,"6","出入り口_フェード前6章",0,0,,,
,"サブルーチン呼び出し","G_フリアの港6_進行",1,"2","出入り口_SUB40",0,0,,,
,"フェードイン",,0,,,1,0,,,
,"サブルーチン呼び出し","G_フリアの港6_進行",1,"2","出入り口_SUB40_フェード後",0,0,,,
,"現在地表示",,0,,,0,0,,,
,"コマンド実行",,0,,,0,0,,,
"出入り口_SUB40_フェード後",,,0,,,0,0,,,
,"サブルーチン呼び出し","G_フリアの港6_進行",1,"2","SUB40_初回のみ",0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"出入り口_SUB40",,,0,,,0,0,,,
,"立ち絵追加",,0,,"SUB40_受諾前会話",2,0,"貴族の老人",,
,"サブルーチン終了",,0,,,0,0,,,
"SUB40_初回のみ",,,0,,,0,0,,,
,"会話",,0,,"MID_SUB40_3_1",2,0,,,
,"貨幣取得",,0,,,1,3,,,
,"名声上昇",,0,,,500,0,,,
,"変数セット",,0,,"G_SUB_40遙かなる遠き大地",0,2,,,
,"変数セット",,0,,"G_フリアの港6_進行",0,3,,,
,"会話",,0,,"MID_SUB40_3_2",2,0,,,
,"ダイアログ",,0,,"MID_SUB40_3_確認4",0,0,,,
,"立ち絵消去",,0,,"貴族の老人",2,0,,,
,"会話メニュー再構築",,0,,,0,0,,,
"広場",,,0,,,0,0,,,
,"背景",,0,,"拠点_フリアの港_広場",0,0,,,
,"サブルーチン呼び出し","*章",1,"6","広場_フェード前6章",0,0,,,
,"フェードイン",,0,,,1,0,,,
,"現在地表示",,0,,,0,0,,,
,"コマンド実行",,0,,,0,0,,,
"ミラ神像",,,0,,,0,0,,,
,"背景",,0,,"拠点_フリアの港_ミラ神像",0,0,,,
,"フェードイン",,0,,,1,0,,,
,"ミラコマンド追加",,0,,,0,0,,,
,"現在地表示",,0,,,0,0,,,
,"コマンド実行",,0,,,0,0,,,
"港を出る",,,0,,,0,0,,,
,"BGM停止",,0,,,2,0,,,
,"環境音停止",,0,,,2,0,,,
,"フェードアウト",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"終了",,0,,,0,0,,,
