シーケンス,コマンド,条件1,比較,条件2,引数１（ジャンプ先）,引数２,引数３,引数４,引数５,引数６
"初期化",,,0,,,0,0,,,
,"ローカル変数",,0,,"SUB07お酒チェック",0,0,,,
,"ローカル変数",,0,,"SUB07お酒計算",0,0,,,
,"ローカル変数",,0,,"消失直後",0,0,,,
,"ローカル変数",,0,,"ダンジョン入口番号",0,0,,,
,"拠点会話追加",,0,,,0,0,,,
,"終了",,0,,,0,0,,,
"メイン",,,0,,,0,0,,,
,"コメント",,0,,"◆◆賢者の里",0,0,,,
,"サブルーチン呼び出し",,0,,"移動先_賢者の里",0,0,,,
,"サブルーチン呼び出し",,0,,"初期化_変数設定",0,0,,,
,"変数セット",,0,,"G_拠点会話_コンラート_2",0,1,,,
,"変数セット",,0,,"G_ドルクの砦内部4_迷いの森へ",0,0,,,
,"ジャンプ",,0,,"出入り口",0,0,,,
"移動先_賢者の里",,,0,,,0,0,,,
,"ミニマップ",,0,,"AdvMap_SageVillage",0,0,,,
,"移動先追加",,0,,"出入り口",0,0,,,
,"移動先追加",,0,,"賢者の家",0,0,,,
,"移動先追加",,0,,"広場",0,0,,,
,"移動先追加",,0,,"集会所",0,0,,,
,"移動先追加",,0,,"村を出る",2,0,"MID_ADV_C_賢者の里_森へ入る",,
,"移動先追加",,0,,"森を出る",0,0,"MID_ADV_C_賢者の里_村を出る",,
,"移動先許可","G_迷いの森4_ハルクと会話",1,"1","森を出る",0,0,,,
,"移動先許可","*else",0,,"森を出る",1,1,,,
,"移動先追加",,0,,"鍛冶屋",0,0,,,
,"変数セット",,0,,"G_賢者の里4_ダンジョンへ",0,1,,,
,"サブルーチン終了",,0,,,0,0,,,
"初期化_変数設定",,,0,,,0,0,,,
,"変数セット",,0,,"消失直後",0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"村を出る",,,0,,,0,0,,,
,"フェードアウト",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"イベントジャンプ",,0,,"迷いの森",0,0,,,
"森を出る",,,0,,,0,0,,,
,"スポットフラグ","*クリア済み",2,"True","クリア済み",0,1,,,
,"GMAPセット","*ルート",1,"セリカ","賢者の里",1,2,,,
,"GMAPセット","*ルート",1,"アルム","賢者の里",1,1,,,
,"サブルーチン呼び出し",,0,,"GS_セーブメニュー",0,0,,,
,"終了",,0,,,0,0,,,
"出入り口",,,0,,,0,0,,,
,"変数セット","消失直後",1,"1","消失直後",0,0,,,
,"背景",,0,,"拠点_賢者の里_出入り口",0,0,,,
,"サブルーチン呼び出し","*章",1,"4","出入り口_フェード前4章",0,0,,,
,"フェードイン",,0,,,1,0,,,
,"現在地表示",,0,,,0,0,,,
,"コマンド実行",,0,,,0,0,,,
"賢者の家",,,0,,,0,0,,,
,"変数セット","消失直後",1,"1","消失直後",0,0,,,
,"背景",,0,,"拠点_賢者の里_賢者の家",0,0,,,
,"サブルーチン呼び出し","*章",1,"4","賢者の家_フェード前4章",0,0,,,
,"フェードイン",,0,,,1,0,,,
,"現在地表示",,0,,,0,0,,,
,"コマンド実行",,0,,,0,0,,,
"広場",,,0,,,0,0,,,
,"変数セット","消失直後",1,"1","消失直後",0,0,,,
,"背景",,0,,"拠点_賢者の里_広場",0,0,,,
,"変数セット","*章",4,"5","G_迷いの森4_集会所人消失",0,1,,,
,"サブルーチン呼び出し","*章",1,"4","広場_フェード前4章",0,0,,,
,"サブルーチン呼び出し","*章",3,"5","広場_商人設定",0,0,,,
,"サブルーチン呼び出し","*章",1,"6","広場_SUB07",0,0,,,
,"フェードイン",,0,,,1,0,,,
,"現在地表示",,0,,,0,0,,,
,"コマンド実行",,0,,,0,0,,,
"広場_商人設定",,,0,,,0,0,,,
,"立ち絵追加","G_旅の商人_賢者の里_緑",1,"0","旅の商人緑",1,0,"商人緑",,
,"立ち絵追加","G_旅の商人_賢者の里_青",1,"0","旅の商人青",5,0,"商人青",,
,"立ち絵追加","G_旅の商人_賢者の里_ピンク",1,"0","旅の商人ピンク",6,0,"商人ピンク",,
,"サブルーチン終了",,0,,,0,0,,,
"旅の商人緑",,,0,,,0,0,,,
,"サブルーチン呼び出し",,0,,"GS_旅の商人",1,0,"G_旅の商人_賢者の里_緑",,
,"会話終了",,0,,,0,0,,,
"旅の商人青",,,0,,,0,0,,,
,"サブルーチン呼び出し",,0,,"GS_旅の商人",2,0,"G_旅の商人_賢者の里_青",,
,"会話終了",,0,,,0,0,,,
"旅の商人ピンク",,,0,,,0,0,,,
,"サブルーチン呼び出し",,0,,"GS_旅の商人",3,0,"G_旅の商人_賢者の里_ピンク",,
,"会話終了",,0,,,0,0,,,
"集会所",,,0,,,0,0,,,
,"背景",,0,,"拠点_賢者の里_集会所",0,0,,,
,"サブルーチン呼び出し","*章",1,"4","集会所_フェード前4章",0,0,,,
,"サブルーチン呼び出し","消失直後",2,"1","集会所_SUB23",0,0,,,
,"フェードイン",,0,,,1,0,,,
,"現在地表示",,0,,,0,0,,,
,"コマンド実行",,0,,,0,0,,,
"鍛冶屋",,,0,,,0,0,,,
,"変数セット","消失直後",1,"1","消失直後",0,0,,,
,"背景",,0,,"拠点_賢者の里_鍛冶屋",0,0,,,
,"サブルーチン呼び出し",,0,,"GS_鍛冶屋立ち絵追加",0,0,,,
,"フェードイン",,0,,,1,0,,,
,"現在地表示",,0,,,0,0,,,
,"コマンド実行",,0,,,0,0,,,
"アドベンチャーをスキップ",,,0,,,0,0,,,
,"変数セット",,0,,"G_迷いの森4_ハルクと会話",0,1,,,
,"ジャンプ",,0,,"森を出る",0,0,,,
