シーケンス,コマンド,条件1,比較,条件2,引数１（ジャンプ先）,引数２,引数３,引数４,引数５,引数６
"初期化",,,0,,,0,0,,,
,"ローカル変数",,0,,"ダンジョン入口番号",0,0,,,
,"拠点会話追加",,0,,,0,0,,,
,"終了",,0,,,0,0,,,
"メイン",,,0,,,0,0,,,
,"コメント",,0,,"メイン",0,0,,,
,"サブルーチン呼び出し",,0,,"移動先_ドルクの砦内部",0,0,,,
,"サブルーチン呼び出し",,0,,"初期化_変数設定",0,0,,,
,"ジャンプ","G_迷いの森4_ドルクの砦へ",1,"1","地下１階へ",0,0,,,
,"ジャンプ",,0,,"玄関",0,0,,,
"移動先_ドルクの砦内部",,,0,,,0,0,,,
,"コメント",,0,,"移動先追加",0,0,,,
,"ミニマップ",,0,,"AdvMap_DorukuFort",0,0,,,
,"移動先追加",,0,,"玄関",0,0,,,
,"移動先追加",,0,,"地下１階へ",2,0,,,
,"移動先追加",,0,,"外に出る",1,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"初期化_変数設定",,,0,,,0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"玄関",,,0,,,0,0,,,
,"コメント",,0,,"玄関",0,0,,,
,"変数セット",,0,,"G_迷いの森4_ドルクの砦へ",0,0,,,
,"背景",,0,,"拠点_ドルクの砦_玄関",0,0,,,
,"フェードイン",,0,,,1,0,,,
,"現在地表示",,0,,,0,0,,,
,"コマンド実行",,0,,,0,0,,,
"地下１階へ",,,0,,,0,0,,,
,"変数セット","G_迷いの森4_ドルクの砦へ",1,"1","ダンジョン入口番号",0,2,,,
,"変数セット","*else",0,,"ダンジョン入口番号",0,1,,,
,"変数セット",,0,,"G_迷いの森4_ドルクの砦へ",0,0,,,
,"コメント",,0,,"地下１階",0,0,,,
,"戻り先指定",,0,,"玄関",0,0,,,
,"出撃選択","ダンジョン入口番号",1,"1",,0,0,"Dng_DorukuToride",,
,"ダンジョン","ダンジョン入口番号",1,"2","迷路_ドルクの砦１",0,0,"start2",,
,"ダンジョン","*else",0,,"迷路_ドルクの砦１",0,0,"start1",,
,"ジャンプ","*結果",1,"exit1","玄関",0,0,,,
,"ジャンプ","*結果",1,"exit2","迷いの森へ",0,0,,,
,"アサート",,0,,"結果が不正です",0,0,,,
"外に出る",,,0,,,0,0,,,
,"BGM停止",,0,,,2,0,,,
,"環境音停止",,0,,,2,0,,,
,"フェードアウト",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"GMAPセット","*ルート",1,"セリカ","ドルクの砦内部",1,2,,,
,"GMAPセット","*ルート",1,"アルム","ドルクの砦内部",1,1,,,
,"終了",,0,,,0,0,,,
"迷いの森へ",,,0,,,0,0,,,
,"コメント",,0,,"迷いの森へ",0,0,,,
,"変数セット",,0,,"G_迷いの森4_ドルクの砦へ",0,0,,,
,"変数セット",,0,,"G_ドルクの砦内部4_迷いの森へ",0,1,,,
,"変数セット",,0,,"G_賢者の里4_ダンジョンへ",0,0,,,
,"背景","*訪問済み",2,"True","拠点_ドルクの砦_抜け道の入り口",0,0,,,
,"壁紙表示",,0,,,0,0,,,
,"環境音停止","*訪問済み",2,"True",,0,0,,,
,"環境音再生","*訪問済み",2,"True","STRM_AMB_FOREST",0,0,,,
,"フェードイン","*訪問済み",2,"True",,1,0,,,
,"フェード待ち","*訪問済み",2,"True",,0,0,,,
,"会話","*訪問済み",2,"True","MID_ADV1_コンラート",3,0,,,
,"スポットフラグ",,0,,"訪問済み",0,1,,,
,"スポットフラグ","*クリア済み",2,"True","クリア済み",0,1,,,
,"BGM停止",,0,,,1,0,,,
,"環境音停止",,0,,,1,0,,,
,"フェードアウト",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"壁紙消去",,0,,,0,0,,,
,"イベントジャンプ",,0,,"迷いの森",0,0,,,
"アドベンチャーをスキップ",,,0,,,0,0,,,
,"スポットフラグ",,0,,"訪問済み",0,1,,,
,"イベントジャンプ",,0,,"迷いの森",0,0,,,
