シーケンス,コマンド,条件1,比較,条件2,引数１（ジャンプ先）,引数２,引数３,引数４,引数５,引数６
"ミラの間_フェード前3章",,,0,,,0,0,,,
,"サブルーチン呼び出し","*訪問済み",1,"True","ミラの間_フェード前3章_２回目以降",0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"ミラの間_フェード前3章_２回目以降",,,0,,,0,0,,,
,"サブルーチン呼び出し","G_ギースの砦内部3_イルマイベント",1,"1","ミラの間_フェード前3章_判定",0,0,,,
,"立ち絵追加","*else",0,,"MID_ADV1_聖女",2,0,"聖女",,
,"サブルーチン終了",,0,,,0,0,,,
"ミラの間_フェード前3章_判定",,,0,,,0,0,,,
,"サブルーチン呼び出し","G_ミラ神殿内部3_イルマイベント",1,"1","ミラの間_フェード前3章_立ち絵追加",0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"ミラの間_フェード前3章_立ち絵追加",,,0,,,0,0,,,
,"サブルーチン呼び出し","G_ミラ神殿内部3_イルマイベント",1,"1","ミラの間_フェード前3章_イルマイベント後",0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"ミラの間_フェード前3章_イルマイベント後",,,0,,,0,0,,,
,"立ち絵追加",,0,,"MID_ADV2_聖女",2,0,"聖女",,
,"立ち絵追加",,0,,"MID_ADV2_神官",4,0,"神官",,
,"サブルーチン終了",,0,,,0,0,,,
"ミラの間_フェード後3章",,,0,,,0,0,,,
,"サブルーチン呼び出し","*訪問済み",2,"True","ミラの間_初回イベント",0,0,,,
,"サブルーチン呼び出し","G_ミラ神殿内部3_イルマイベント",2,"1","ミラの間_イルマ救出チェック",0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"ミラの間_初回イベント",,,0,,,0,0,,,
,"ウェイト",,0,,,1000,0,,,
,"スキップ中断",,0,,,0,0,,,
,"会話",,0,,"MID_EV1_1",3,0,,,
,"スポットフラグ",,0,,"訪問済み",0,1,,,
,"会話メニュー再構築",,0,,,0,0,,,
"ミラの間_イルマ救出チェック",,,0,,,0,0,,,
,"サブルーチン呼び出し","G_ギースの砦内部3_イルマイベント",1,"1","ミラの間_イルマイベント",0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"ミラの間_イルマイベント",,,0,,,0,0,,,
,"ウェイト",,0,,,1000,0,,,
,"スキップ中断",,0,,,0,0,,,
,"会話",,0,,"MID_EV1_2",3,0,,,
,"フェードアウト",,0,,,2,0,,,
,"フェード待ち",,0,,,0,0,,,
,"壁紙表示",,0,,,0,0,,,
,"ムービー",,0,,"Mov_Ep06_Megami",0,0,,,
,"背景",,0,,"拠点_ミラ神殿_ミラの間",0,0,,,
,"BGM停止",,0,,,0,0,,,
,"BGM再生",,0,,"BGM_EVT_DESTINY_A",2,0,,,
,"スキップ中断",,0,,,0,0,,,
,"フェードイン",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"会話",,0,,"MID_EV1_3",3,0,,,
,"会話",,0,,"MID_EV1_4_1",3,0,,,
,"クラスチェンジ",,0,,"セリカ",0,0,"プリンセス女",,
,"スキップ中断",,0,,,0,0,,,
,"効果音再生",,0,,"FF_POSITIVE2",0,0,"ジングル",,
,"ダイアログ",,0,,"MID_EV1_確認",0,0,,,
,"会話",,0,,"MID_EV1_4_2",3,0,,,
,"変数セット",,0,,"G_ミラ神殿内部3_イルマイベント",0,1,,,
,"フェードアウト",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"フェードイン",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"会話",,0,,"MID_EV2",3,0,,,
,"壁紙消去",,0,,,0,0,,,
,"会話メニュー再構築",,0,,,0,0,,,
"ホール_フェード前3章",,,0,,,0,0,,,
,"立ち絵追加","G_ギースの砦内部3_イルマイベント",2,"1","MID_ADV1_女性",2,0,"シスター（青）",,
,"立ち絵追加","*else",0,,"MID_ADV2_女性",2,0,"シスター（青）",,
,"立ち絵追加","G_ギースの砦内部3_イルマイベント",2,"1","MID_ADV1_おばさん",4,0,"おばさん",,
,"サブルーチン終了",,0,,,0,0,,,
"操作部_フェード前3章",,,0,,,0,0,,,
,"サブルーチン呼び出し","G_ミラ神殿内部3_水門開放",1,"0","操作部_水門じいさんチェック",0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"操作部_水門じいさんチェック",,,0,,,0,0,,,
,"立ち絵追加","G_ミラ神殿内部3_イルマイベント",2,"1","MID_ADV1_老人",3,0,"老人",,
,"立ち絵追加","*else",0,,"操作部_水門開放",3,0,"老人",,
,"サブルーチン終了",,0,,,0,0,,,
"操作部_水門開放",,,0,,,0,0,,,
,"会話",,0,,"MID_ADV2_老人1_1",3,0,,,
,"オブジェクトセット",,0,,"enjin_anime",5,0,,,
,"ウェイト",,0,,,6000,0,,,
,"会話",,0,,"MID_ADV2_老人1_2",3,0,,,
,"変数セット",,0,,"G_ミラ神殿内部3_水門開放",0,1,,,
,"スポットフラグ","*クリア済み",2,"True","クリア済み",0,1,,,
,"会話メニュー再構築",,0,,,0,0,,,
"アドベンチャーをスキップ_3章",,,0,,,1,0,,,
,"変数セット",,0,,"G_ミラ神殿内部3_イルマイベント",0,1,,,
,"変数セット",,0,,"G_ミラ神殿内部3_水門開放",0,1,,,
,"サブルーチン終了",,0,,,0,0,,,
