シーケンス,コマンド,条件1,比較,条件2,引数１（ジャンプ先）,引数２,引数３,引数４,引数５,引数６
"初期化",,,0,,,0,0,,,
,"ローカル変数",,0,,"ローカル変数１",0,0,,,
,"ローカル変数",,0,,"ローカル変数２",0,0,,,
,"終了",,0,,,0,0,,,
"メイン",,,0,,,0,0,,,
,"サブルーチン呼び出し","*訪問済み",2,"True","オープニング",0,0,,,
,"バトル",,0,,,0,0,,,
,"ジャンプ","*結果",1,"退却","終了",0,0,,,
,"サブルーチン呼び出し","*クリア済み",2,"True","エンディング",0,0,,,
,"サブルーチン呼び出し",,0,,"GS_セーブメニュー",0,0,,,
,"終了",,0,,,0,0,,,
"オープニング",,,0,,,0,0,,,
,"スポットフラグ",,0,,"訪問済み",0,1,,,
,"章タイトル",,0,,,0,0,,,
,"背景",,0,,"リゲルの森",0,0,,,
,"BGM停止",,0,,,0,0,,,
,"フェードイン",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"会話",,0,,"MID_OP2_1",0,0,,,
,"環境音停止",,0,,,2000,0,,,
,"フェードアウト",,0,,,2,0,,,
,"フェード待ち",,0,,,0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"エンディング",,,0,,,0,0,,,
,"スポットフラグ",,0,,"クリア済み",0,1,,,
,"変数セット",,0,,"G_国境4_演出",0,1,,,
,"背景",,0,,"国境",0,0,,,
,"BGM停止",,0,,,0,0,,,
,"フェードイン",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"会話",,0,,"MID_ED1_1",0,0,,,
,"フェードアウト",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"サブルーチン呼び出し",,0,,"GS_一枚絵表示",0,0,"Tlp_Ev_DarkForce",,
,"フェードイン",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"会話",,0,,"MID_ED1_2",0,0,,,
,"効果音再生",,0,,"SE_EVT_4_AMULET_SHINE1",0,0,,,
,"サブルーチン呼び出し",,0,,"GS_フラッシュ",0,0,,,
,"会話",,0,,"MID_ED1_2_2",0,0,,,
,"効果音再生",,0,,"SE_EVT_4_AMULET_SHINE2",0,0,,,
,"フェードアウト",,0,,,2,0,"white",,
,"フェード待ち",,0,,,0,0,,,
,"サブルーチン呼び出し",,0,,"GS_一枚絵消去",0,0,,,
,"フェードイン",,0,,,2,0,"white",,
,"フェード待ち",,0,,,0,0,,,
,"会話",,0,,"MID_ED1_3",0,0,,,
,"環境音停止",,0,,,1500,0,,,
,"フェードアウト",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"背景",,0,,"リゲルの森",0,0,,,
,"フェードイン",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"会話",,0,,"MID_ED1_4",0,0,,,
,"BGM停止",,0,,,1500,0,,,
,"環境音停止",,0,,,1500,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"終了",,,0,,,0,0,,,
,"終了",,0,,,0,0,,,
