シーケンス,コマンド,条件1,比較,条件2,引数１（ジャンプ先）,引数２,引数３,引数４,引数５,引数６
"ラスボスエリア_フェード前5章",,,0,,,0,0,,,
,"フェードアウト",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"壁紙表示",,0,,,0,0,,,
,"背景",,0,,"ドーマの祭壇",0,0,,,
,"BGM停止",,0,,,0,0,,,
,"フェードイン",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"会話",,0,,"MID_OP1_1",0,0,,,
,"会話",,0,,"MID_OP1_2",0,0,,,
,"コメント",,0,,"ここで前口上",0,0,,,
,"環境音停止",,0,,,1,0,,,
,"フェードアウト",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"バトル",,0,,"ドーマの祭壇",0,0,,,
,"ジャンプ","*結果",1,"退却","終了",0,0,,,
,"サブルーチン呼び出し","G_ドーマ神殿5_エンディング",2,"True","5章エンディング",0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"5章エンディング",,,0,,,0,0,,,
,"スポットフラグ",,0,,"クリア済み",0,1,"ドーマ神殿",,
,"スポットフラグ","*クリア済み",2,"True","クリア済み",0,1,,,
,"変数セット",,0,,"G_ドーマ神殿5_エンディング演出",0,1,,,
,"変数セット",,0,,"G_ドーマ神殿5_エンディング",0,1,,,
,"変数セット",,0,,"G_ドーマ神殿5_最後の扉セリカ配置",0,0,,,
,"変数セット",,0,,"G_旅の商人_森の村内部",0,1,,,
,"変数セット",,0,,"G_旅の商人_山の村",0,1,,,
,"変数セット",,0,,"G_旅の商人_賢者の里_緑",0,1,,,
,"変数セット",,0,,"G_旅の商人_賢者の里_青",0,1,,,
,"変数セット",,0,,"G_旅の商人_賢者の里_ピンク",0,1,,,
,"変数セット",,0,,"G_旅の商人_ヌイババ館内部_緑",0,1,,,
,"変数セット",,0,,"G_旅の商人_ヌイババ館内部_青",0,1,,,
,"変数セット",,0,,"G_旅の商人_ヌイババ館内部_ピンク",0,1,,,
,"GMAPセット",,0,,"ソフィア城",1,1,,,
,"終了",,0,,,0,0,,,
