シーケンス,コマンド,条件1,比較,条件2,引数１（ジャンプ先）,引数２,引数３,引数４,引数５,引数６
"初期化",,,0,,,0,0,,,
,"終了",,0,,,0,0,,,
"メイン",,,0,,,0,0,,,
,"サブルーチン呼び出し","*訪問済み",2,"True","オープニング",0,0,,,
,"ジャンプ",,0,,"入り口",0,0,,,
"オープニング",,,0,,,0,0,,,
,"章タイトル",,0,,"暦表示なし",0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"移動先_星の神殿",,,0,,,0,0,,,
,"コメント",,0,,"移動先追加",0,0,,,
,"ミニマップ",,0,,"AdvMap_Raman_Ent_E001",0,0,,"MID_戦闘タイトル_追加コンテンツ",
,"移動先追加",,0,,"神殿内部へ",2,0,,,
,"移動先追加",,0,,"入り口",0,0,,,
,"移動先追加",,0,,"外に出る",1,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"入り口",,,0,,,0,0,,,
,"サブルーチン呼び出し",,0,,"移動先_星の神殿",0,0,,,
,"背景",,0,,"E001_拠点_ラーマン寺院_出入り口",0,0,,,
,"サブルーチン呼び出し",,0,,"入り口_フェード前",0,0,,,
,"フェードイン",,0,,,1,0,,,
,"サブルーチン呼び出し","*訪問済み",2,"True","入り口_フェード後",0,0,,,
,"現在地表示",,0,,,0,0,,,
,"コマンド実行",,0,,,0,0,,,
"入り口_フェード後",,,0,,,0,0,,,
,"会話",,0,,"MID_OP1",3,0,,,
,"スポットフラグ",,0,,"訪問済み",0,1,,,
,"サブルーチン終了",,0,,,0,0,,,
"入り口_フェード前",,,0,,,0,0,,,
,"立ち絵追加",,0,,"MID_OP2",3,0,"賢者（青）","MPID_神殿の司祭",
,"立ち絵追加",,0,,"MID_ADV1_隠者",5,0,"隠者",,
,"サブルーチン終了",,0,,,0,0,,,
"神殿内部へ",,,0,,,0,0,,,
,"BGM停止",,0,,,1000,0,,,
,"戻り先指定",,0,,"入り口",0,0,,,
,"出撃選択",,0,,"E001_迷路１",0,0,"Dng_E001",,
,"ダンジョン",,0,,"E001_迷路１",0,0,"start1",,
,"ジャンプ","*結果",1,"exit1","入り口",0,0,,,
"外に出る",,,0,,,0,0,,,
,"スポットフラグ","*クリア済み",2,"True","クリア済み",0,1,,,
,"サブルーチン呼び出し",,0,,"GS_セーブメニュー",0,0,,,
,"終了",,0,,,0,0,,,
