シーケンス,コマンド,条件1,比較,条件2,引数１（ジャンプ先）,引数２,引数３,引数４,引数５,引数６
"初期化",,,0,,,0,0,,,
,"ローカル変数",,0,,"ローカル変数１",0,0,,,
,"ローカル変数",,0,,"ローカル変数２",0,0,,,
,"終了",,0,,,0,0,,,
"メイン",,,0,,,0,0,,,
,"サブルーチン呼び出し",,0,,"オープニング",0,0,,,
"オープニング",,,0,,,0,0,,,
,"暦表示",,0,,,402,1,,,
,"フェードアウト",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"壁紙表示",,0,,,0,0,,,
,"ムービー",,0,,"Mov_Ep09_Doukoku",0,0,,,
,"壁紙消去",,0,,,0,0,,,
,"章タイトル",,0,,,1,0,,,
,"背景",,0,,"拠点_ラムの村_村の広場",0,0,,,
,"BGM停止",,0,,,0,0,,,
,"フェードイン",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"会話",,0,,"MID_OP3",0,0,,,
,"フェードアウト",,0,,,2,0,,,
,"フェード待ち",,0,,,0,0,,,
,"ダンジョン",,0,,"迷路_お花畑",0,0,"start1",,
,"ジャンプ",,0,,"花畑ダンジョン",0,0,,,
"花畑ダンジョン",,,0,,,0,0,,,
,"ジャンプ","*結果",1,"exit1","オープニング後半",0,0,,,
,"アサート",,0,,"結果が不正です",0,0,,,
"オープニング後半",,,0,,,0,0,,,
,"背景",,0,,"拠点_花畑_ソフィア",0,0,,,
,"BGM再生",,0,,"BGM_EVT_KINDNESS",0,0,,,
,"壁紙表示",,0,,,0,0,,,
,"フェードイン",,0,,,2,0,,,
,"フェード待ち",,0,,,0,0,,,
,"会話",,0,,"MID_OP4_1",0,0,,,
,"テロップ表示",,0,,"Tlp_Ev_Stigma",0,0,,,
,"会話",,0,,"MID_OP4_2",0,0,,,
,"テロップ消去",,0,,,0,0,,,
,"BGM再生",,0,,"BGM_EVT_KINDNESS",0,0,,,
,"会話",,0,,"MID_OP4_3",0,0,,,
,"環境音停止",,0,,,1500,0,,,
,"フェードアウト",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"背景",,0,,"拠点_森_ソフィア",0,0,,,
,"フェードイン",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"会話",,0,,"MID_OP5_1",0,0,,,
,"会話",,0,,"MID_OP5_2",0,0,,,
,"フェードアウト",,0,,,3,0,"white",,
,"フェード待ち",,0,,,0,0,,,
,"効果音再生",,0,,"SE_EVT_0_SWORD_HIT",0,0,,,
,"テロップ表示",,0,,"Tlp_Ev_OldKnight",0,0,,,
,"テロップ読み込み待ち",,0,,,0,0,,,
,"フェードイン",,0,,,2,0,,,
,"フェード待ち",,0,,,0,0,,,
,"会話",,0,,"MID_OP5_3",0,0,,,
,"フェードアウト",,0,,,3,0,"white",,
,"フェード待ち",,0,,,0,0,,,
,"テロップ消去",,0,,,0,0,,,
,"壁紙消去",,0,,,0,0,,,
,"バトル",,0,,"プロローグ",1,0,,,
,"ジャンプ",,0,,"エンディング",0,0,,,
"エンディング",,,0,,,0,0,,,
,"サブルーチン呼び出し",,0,,"GS_セーブメニュー",0,0,,,
,"背景",,0,,"プロローグ",0,0,,,
,"BGM停止",,0,,,0,0,,,
,"フェードイン",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"会話",,0,,"MID_ED1",0,0,,,
,"会話",,0,,"MID_ED2",0,0,,,
,"環境音停止",,0,,,2000,0,,,
,"フェードアウト",,0,,,2,0,,,
,"フェード待ち",,0,,,0,0,,,
,"背景",,0,,"拠点_ラムの村_村の広場",0,0,,,
,"BGM再生",,0,,"BGM_EVT_DISHEARTENED",2,0,,,
,"スキップ中断",,0,,,0,0,,,
,"フェードイン",,0,,,2,0,,,
,"フェード待ち",,0,,,0,0,,,
,"会話",,0,,"MID_ED3",0,0,,,
,"BGM停止",,0,,,2000,0,,,
,"環境音停止",,0,,,2000,0,,,
,"フェードアウト",,0,,,2,0,,,
,"フェード待ち",,0,,,0,0,,,
,"背景",,0,,"拠点_森_ソフィア",0,0,,,
,"壁紙表示",,0,,,0,0,,,
,"BGM停止",,0,,,2000,0,,,
,"環境音停止",,0,,,2000,0,,,
,"フェードイン",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"環境音再生",,0,,"STRM_AMB_FOREST",0,0,,,
,"会話",,0,,"MID_ED4",0,0,,,
,"環境音停止",,0,,,1000,0,,,
,"テロップ表示",,0,,"Tlp_Ev_Farewell",0,0,,,
,"環境音再生",,0,,"STRM_AMB_WIND01",0,0,,,
,"会話",,0,,"MID_ED5",0,0,,,
,"BGM停止",,0,,,2000,0,,,
,"環境音停止",,0,,,2000,0,,,
,"フェードアウト",,0,,,2,0,,,
,"フェード待ち",,0,,,0,0,,,
,"サブルーチン呼び出し",,0,,"GS_一枚絵消去",0,0,,,
,"ウェイト",,0,,,1000,0,,,
,"ムービー",,0,,"Mov_Ep01_Opening",0,0,,,
,"フェードアウト",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"章セット",,0,,"ラムの村",1,1,,,
,"仲間入り",,0,,"アルム",2,0,,,
,"GMAPセット",,0,,"ラムの村",1,1,,,
,"GMAPセット",,0,,,2,2,,,
,"イベントジャンプ",,0,,"ラムの村",0,0,,,
,"ジャンプ",,0,,"終了",0,0,,,
"終了",,,0,,,0,0,,,
,"終了",,0,,,0,0,,,
