シーケンス,コマンド,条件1,比較,条件2,引数１（ジャンプ先）,引数２,引数３,引数４,引数５,引数６
"変数設定_1章",,,0,,,0,0,,,
,"ローカル変数",,0,,"1_マイセン_強制会話",0,0,,,
,"ローカル変数",,0,,"1_ロビン_強制会話",0,0,,,
,"ローカル変数",,0,,"1_ルカ_会話_村の出入り口",0,0,,,
,"ローカル変数",,0,,"1_強制ジャンプ_村の出入り口",0,0,,,
,"ローカル変数",,0,,"1_強制ジャンプ_マイセンの家の前",0,0,,,
,"ローカル変数",,0,,"1_ルカ_立ち絵追加",0,0,,,
,"ローカル変数",,0,,"1_グレイ_立ち絵追加",0,0,,,
,"ローカル変数",,0,,"1_ロビン_立ち絵追加",0,0,,,
,"ローカル変数",,0,,"1_ルカ_強制会話_マイセンの家の前",0,0,,,
,"ローカル変数",,0,,"1_ルカ_強制会話_村の出入り口",0,0,,,
,"ローカル変数",,0,,"1_アルム_強制会話_マイセンの家の前",0,0,,,
,"ローカル変数",,0,,"1_ルカ・グレイ・ロビン_仲間入り",0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"初期化_変数設定_1章",,,0,,,0,0,,,
,"変数セット","G_ラムの村1_初回訪問",1,"0","1_マイセン_強制会話",0,1,,,
,"変数セット","G_ラムの村1_初回訪問",1,"0","1_ロビン_強制会話",0,1,,,
,"変数セット","G_ラムの村1_初回訪問",1,"0","1_ルカ_会話_村の出入り口",0,1,,,
,"変数セット","G_ラムの村1_初回訪問",1,"0","1_ルカ_立ち絵追加",0,1,,,
,"変数セット","G_ラムの村1_初回訪問",1,"0","1_強制ジャンプ_村の出入り口",0,1,,,
,"変数セット","G_ラムの村1_初回訪問",1,"0","1_強制ジャンプ_マイセンの家の前",0,1,,,
,"変数セット","G_ラムの村1_初回訪問",1,"0","1_グレイ_立ち絵追加",0,1,,,
,"変数セット","G_ラムの村1_初回訪問",1,"0","1_ロビン_立ち絵追加",0,1,,,
,"サブルーチン終了",,0,,,0,0,,,
"マイセンの家_背景読み込み前1章",,,0,,,0,0,,,
,"壁紙表示","1_マイセン_強制会話",1,"1",,0,0,,,
,"BGM再生","1_マイセン_強制会話",1,"1","BGM_EVT_AMB",0,0,,,
,"カットシーン","1_マイセン_強制会話",1,"1","S01_OP",0,0,,,
,"壁紙消去","1_マイセン_強制会話",1,"1",,0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"マイセンの家_フェード前1章",,,0,,,0,0,,,
,"立ち絵追加","1_マイセン_強制会話",1,"1",,3,0,"マイセン",,
,"オブジェクトセット","1_マイセン_強制会話",1,"1","door",5,0,,,
,"アニメ終了待ち","1_マイセン_強制会話",1,"1","door",0,0,,,
,"フェードイン",,0,,,1,0,,,
,"サブルーチン呼び出し","1_マイセン_強制会話",1,"1","マイセンと修行後の会話",0,0,,,
,"サブルーチン呼び出し","1_ルカ_強制会話_マイセンの家の前",1,"1","ルカ_マイセンの家に初訪問",0,0,,,
,"サブルーチン呼び出し","1_アルム_強制会話_マイセンの家の前",1,"1","アルム_旅立ち報告",0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"マイセンと修行後の会話",,,0,,,0,0,,,
,"ウェイト",,0,,,1000,0,,,
,"会話",,0,,"MID_EV1",3,1,,,
,"立ち絵消去",,0,,"マイセン",3,0,,,
,"オブジェクトセット",,0,,"door",6,0,,,
,"アニメ終了待ち",,0,,"door",0,0,,,
,"会話復帰",,0,,"MID_EV1",3,1,,,
,"イベント発生",,0,,"出入り口",1,0,,,
,"変数セット",,0,,"G_ラムの村1_会話変更_広場",0,1,,,
,"変数セット",,0,,"1_マイセン_強制会話",0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"ルカ_マイセンの家に初訪問",,,0,,,0,0,,,
,"オブジェクトセット",,0,,"door",5,0,,,
,"アニメ終了待ち",,0,,"door",0,0,,,
,"ウェイト",,0,,,1000,0,,,
,"フェードイン",,0,,,2,0,,,
,"フェード待ち",,0,,,0,0,,,
,"スキップ中断",,0,,,0,0,,,
,"オブジェクトセット",,0,,"door",6,0,,,
,"アニメ終了待ち",,0,,"door",0,0,,,
,"会話",,0,,"MID_EV6",0,1,,,
,"イベント発生",,0,,"出入り口",1,0,,,
,"変数セット",,0,,"1_ルカ_強制会話_村の出入り口",0,1,,,
,"変数セット",,0,,"1_ルカ_立ち絵追加",0,1,,,
,"変数セット",,0,,"G_ラムの村1_会話変更_広場",0,2,,,
,"変数セット",,0,,"1_強制ジャンプ_村の出入り口",0,0,,,
,"変数セット",,0,,"1_ルカ_強制会話_マイセンの家の前",0,2,,,
,"フェードアウト",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"ジャンプ","1_強制ジャンプ_マイセンの家の前",1,"1","出入り口",0,0,,,
"アルム_旅立ち報告",,,0,,,0,0,,,
