シーケンス,コマンド,条件1,比較,条件2,引数１（ジャンプ先）,引数２,引数３,引数４,引数５,引数６
"初期化",,,0,,,0,0,,,
,"拠点会話追加",,0,,,0,0,,,
,"終了",,0,,,0,0,,,
"メイン",,,0,,,0,0,,,
,"コメント",,0,,"メイン",0,0,,,
,"サブルーチン呼び出し",,0,,"初期化_変数設定",0,0,,,
,"ジャンプ",,0,,"入り口ダンジョン",0,0,,,
"入り口ダンジョン",,,0,,,0,0,,,
,"出撃選択",,0,,,0,0,"Dng_MoriHokora",,
,"ダンジョン",,0,,"迷路_森のほこら１",0,0,"start1",,
,"ジャンプ",,0,,"迷路_森のほこら１",0,0,,,
"迷路_森のほこら１",,,0,,,0,0,,,
,"コメント",,0,,"迷路_竜のほこら１",0,0,,,
,"ジャンプ","*結果",1,"exit3","財宝の間",0,0,,,
,"ジャンプ","*結果",1,"exit2","ミラ神像",0,0,,,
,"ジャンプ","*結果",1,"exit1","出口",0,0,,,
,"アサート",,0,,"結果が不正です",0,0,,,
"財宝の間",,,0,,,0,0,,,
,"ダンジョン",,0,,"迷路_森のほこら２",0,0,"start1",,
,"ジャンプ",,0,,"迷路_森のほこら２",0,0,,,
"迷路_森のほこら２",,,0,,,0,0,,,
,"コメント",,0,,"迷路_竜のほこら１",0,0,,,
,"ジャンプ","*結果",1,"exit1","入り口ダンジョンへ",0,0,,,
,"アサート",,0,,"結果が不正です",0,0,,,
"入り口ダンジョンへ",,,0,,,0,0,,,
,"ダンジョン",,0,,"迷路_森のほこら１",0,0,"start3",,
,"ジャンプ",,0,,"迷路_森のほこら１",0,0,,,
"移動先_森のほこら",,,0,,,0,0,,,
,"コメント",,0,,"移動先追加",0,0,,,
,"ミニマップ",,0,,"AdvMap_WoodsTemple_Mira",0,0,,,
,"移動先追加",,0,,"ミラ神像",0,0,,,
,"移動先追加",,0,,"奥へ",2,0,,,
,"移動先追加",,0,,"戻る",2,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"初期化_変数設定",,,0,,,0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"ミラ神像",,,0,,,0,0,,,
,"サブルーチン呼び出し",,0,,"移動先_森のほこら",0,0,,,
,"背景",,0,,"拠点_森のほこら_ミラ神像",0,0,,,
,"サブルーチン呼び出し",,0,,"初期化_変数設定",0,0,,,
,"サブルーチン呼び出し","G_SUB_26連れ去られた少女",1,"1","SUB26_捕まっている立ち絵",0,0,,,
,"ミラコマンド追加",,0,,,0,0,,,
,"フェードイン",,0,,,1,0,,,
,"現在地表示",,0,,,0,0,,,
,"コマンド実行",,0,,,0,0,,,
"SUB26_捕まっている立ち絵",,,0,,,0,0,,,
,"立ち絵追加","G_森のほこら3_女の子救出",2,"1","SUB26_捕まっている女の子",3,0,"女の子",,
,"サブルーチン終了",,0,,,0,0,,,
"SUB26_捕まっている女の子",,,0,,,0,0,,,
,"会話",,0,,"MID_SUB26_1_女性",3,0,,,
,"変数セット",,0,,"G_森のほこら3_女の子救出",0,1,,,
,"ダイアログ",,0,,"MID_SUB26_1_確認1",0,0,,,
,"立ち絵消去",,0,,"女の子",3,0,,,
,"会話メニュー再構築",,0,,,0,0,,,
"奥へ",,,0,,,0,0,,,
,"ダンジョン",,0,,"迷路_森のほこら_部屋１",0,0,"start1",,
,"ジャンプ",,0,,"迷路_森のほこら_部屋１",0,0,,,
"迷路_森のほこら_部屋１",,,0,,,0,0,,,
,"コメント",,0,,"迷路_竜のほこら１",0,0,,,
,"ジャンプ","*結果",1,"exit1","ミラ神像",0,0,,,
,"アサート",,0,,"結果が不正です",0,0,,,
"戻る",,,0,,,0,0,,,
,"ダンジョン",,0,,"迷路_森のほこら１",0,0,"start2",,
,"ジャンプ",,0,,"迷路_森のほこら１",0,0,,,
"出口",,,0,,,0,0,,,
,"スポットフラグ","*クリア済み",2,"True","クリア済み",0,1,,,
,"サブルーチン呼び出し",,0,,"GS_セーブメニュー",0,0,,,
,"終了",,0,,,0,0,,,
"アドベンチャーをスキップ",,,0,,,0,0,,,
,"終了",,0,,,0,0,,,
