シーケンス,コマンド,条件1,比較,条件2,引数１（ジャンプ先）,引数２,引数３,引数４,引数５,引数６
"初期化",,,0,,,0,0,,,
,"ローカル変数",,0,,"ダンジョン01行き",0,0,,,
,"ローカル変数",,0,,"ダンジョン地獄の門",0,0,,,
,"拠点会話追加",,0,,,0,0,,,
,"終了",,0,,,0,0,,,
"メイン",,,0,,,0,0,,,
,"コメント",,0,,"メイン",0,0,,,
,"サブルーチン呼び出し",,0,,"移動先_恐山のほこら",0,0,,,
,"サブルーチン呼び出し",,0,,"初期化_変数設定",0,0,,,
,"ジャンプ",,0,,"ダンジョン01",0,0,,,
"移動先_恐山のほこら",,,0,,,0,0,,,
,"コメント",,0,,"移動先追加",0,0,,,
,"ミニマップ",,0,,"AdvMap_OsorezanTemple_Mira",0,0,,,
,"変数セット",,0,,"ダンジョン地獄の門",0,1,,,
,"移動先追加",,0,,"ミラ神像",0,0,,,
,"移動先追加",,0,,"奥へ_00",2,0,,,
,"移動先追加",,0,,"奥へ_02",2,0,,,
,"移動先追加",,0,,"戻る",2,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"初期化_変数設定",,,0,,,0,0,,,
,"変数セット",,0,,"ダンジョン01行き",0,1,,,
,"サブルーチン終了",,0,,,0,0,,,
"戻る",,,0,,,0,0,,,
,"変数セット",,0,,"ダンジョン01行き",0,0,,,
,"ジャンプ",,0,,"ダンジョン01",0,0,,,
"ダンジョン01",,,0,,,0,0,,,
,"コメント",,0,,"入り口へのダンジョン",0,0,,,
,"出撃選択","ダンジョン01行き",1,"1",,0,0,"Dng_OsorezanHokora",,
,"ダンジョン","ダンジョン01行き",1,"1","迷路_恐山のほこら１",0,0,"start4",,
,"ダンジョン","*else",0,,"迷路_恐山のほこら１",0,0,"start5",,
,"ジャンプ","*結果",1,"exit5","ミラ神像",0,0,,,
,"ジャンプ","*結果",1,"exit4","出口",0,0,,,
,"アサート",,0,,"結果が不正です",0,0,,,
"奥へ_00",,,0,,,0,0,,,
,"ダンジョン",,0,,"迷路_恐山のほこら_部屋１",0,0,"start1",,
,"ジャンプ","*結果",1,"exit1","ミラ神像",0,0,,,
,"アサート",,0,,"結果が不正です",0,0,,,
"奥へ_02",,,0,,,0,0,,,
,"コメント",,0,,"地獄の門",0,0,,,
,"ダンジョン","ダンジョン地獄の門",1,"1","迷路_恐山のほこら２",0,0,"start1",,
,"ジャンプ","*結果",1,"exit1","ミラ神像",0,0,,,
,"ジャンプ","*結果",1,"exit5","ミラ神像",0,0,,,
,"ジャンプ","*結果",1,"exit4","出口",0,0,,,
,"アサート",,0,,"結果が不正です",0,0,,,
"ミラ神像",,,0,,,0,0,,,
,"サブルーチン呼び出し",,0,,"移動先_恐山のほこら",0,0,,,
,"背景",,0,,"拠点_恐山のほこら_ミラ神像",0,0,,,
,"ミラコマンド追加",,0,,,0,0,,,
,"フェードイン",,0,,,1,0,,,
,"現在地表示",,0,,,0,0,,,
,"コマンド実行",,0,,,0,0,,,
"出口",,,0,,,0,0,,,
,"スポットフラグ","*クリア済み",2,"True","クリア済み",0,1,,,
,"サブルーチン呼び出し",,0,,"GS_セーブメニュー",0,0,,,
,"終了",,0,,,0,0,,,
"アドベンチャーをスキップ",,,0,,,0,0,,,
,"終了",,0,,,0,0,,,
