シーケンス,コマンド,条件1,比較,条件2,引数１（ジャンプ先）,引数２,引数３,引数４,引数５,引数６
"初期化",,,0,,,0,0,,,
,"ローカル変数",,0,,"目標値",0,0,,,
,"ローカル変数",,0,,"L_GMAPターン",0,0,,,
,"スポット変数",,0,,"S_テスト",0,0,,,
,"終了",,0,,,0,0,,,
"メイン",,,0,,,0,0,,,
,"サブルーチン呼び出し",,0,,"移動先_ラムの村",0,0,,,
,"ジャンプ",,0,,"村の出入り口",0,0,,,
"村の出入り口",,,0,,,0,0,,,
,"背景",,0,,"拠点_ラムの村_出入口",0,0,,,
,"サブルーチン呼び出し",,0,,"村の出入り口_話し相手追加",0,0,,,
,"フェードイン",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"GMAPターン取得",,0,,"L_GMAPターン",0,0,,,
,"変数セット",,0,,"L_GMAPターン",1,5,,,
,"コマンド実行",,0,,,0,0,,,
"村の出入り口_話し相手追加",,,0,,,0,0,,,
,"立ち絵追加",,0,,"支援会話作成テスト",1,0,"グレイ",,
,"立ち絵追加",,0,,"アイテム入手テスト",3,0,"クリフ",,
,"立ち絵追加",,0,,"テスト用",2,0,"アルム",,
,"立ち絵追加",,0,,"テスト用",5,0,"セリカ",,
,"サブルーチン終了",,0,,,0,0,,,
"支援会話作成テスト",,,0,,,0,0,,,
,"支援会話データ作成",,0,,"PID_エマ",0,0,"PID_シェイド",,
,"会話終了",,0,,,0,0,,,
"会話→仲間入りテスト",,,0,,,0,0,,,
,"会話",,0,,"MID_Sample_サンプル女",0,0,,,
,"仲間入り",,0,,"エフィ",0,0,,,
,"会話終了",,0,,,0,0,,,
"はい・いいえ選択テスト",,,0,,,0,0,,,
,"はい・いいえ選択",,0,,"MID_はい・いいえ選択テスト",0,0,,,
,"はい選択",,0,,"はいを選択",0,0,,,
,"いいえ選択",,0,,"いいえを選択",0,0,,,
,"はい・いいえ選択実行",,0,,,0,0,,,
"はいを選択",,,0,,,0,0,,,
,"サブルーチン呼び出し","*死亡",1,"パイソン","ダイアログ表示",0,0,"はい○",,
,"サブルーチン呼び出し","*else",0,,"ダイアログ表示",0,0,"はい×",,
,"会話終了",,0,,,0,0,,,
"いいえを選択",,,0,,,0,0,,,
,"サブルーチン呼び出し","*死亡",1,"パイソン","ダイアログ表示",0,0,"いいえ○",,
,"サブルーチン呼び出し","*else",0,,"ダイアログ表示",0,0,"いいえ×",,
,"会話終了",,0,,,0,0,,,
"ダイアログ表示",,,0,,,0,0,,,
,"ダイアログ",,0,,"*arg4",0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"選択アイテムタイプテスト",,,0,,,0,0,,,
,"アイテム選択",,0,,,1,0,,,
,"ダイアログ",,0,,"アイテムタイプは",0,0,,,
,"ダイアログ","*選択アイテムタイプ",1,"無し","無し",0,0,,,
,"ダイアログ","*選択アイテムタイプ",1,"剣","剣",0,0,,,
,"ダイアログ","*選択アイテムタイプ",1,"槍","槍",0,0,,,
,"ダイアログ","*選択アイテムタイプ",1,"斧","斧",0,0,,,
,"ダイアログ","*選択アイテムタイプ",1,"弓","弓",0,0,,,
,"ダイアログ","*選択アイテムタイプ",1,"黒魔法","黒魔法",0,0,,,
,"ダイアログ","*選択アイテムタイプ",1,"白魔法","白魔法",0,0,,,
,"ダイアログ","*選択アイテムタイプ",1,"特殊","特殊",0,0,,,
,"ダイアログ","*選択アイテムタイプ",1,"道具","道具",0,0,,,
,"ダイアログ","*選択アイテムタイプ",1,"盾","盾",0,0,,,
,"ダイアログ","*選択アイテムタイプ",1,"指輪","指輪",0,0,,,
,"ダイアログ","*選択アイテムタイプ",1,"食糧","食糧",0,0,,,
,"ダイアログ","*選択アイテムタイプ",1,"装飾","装飾",0,0,,,
,"ダイアログ","*選択アイテムタイプ",1,"銀貨","銀貨",0,0,,,
,"ダイアログ","*選択アイテムタイプ",1,"金貨","金貨",0,0,,,
,"ダイアログ","*選択アイテムタイプ",1,"大事なもの","大事なもの",0,0,,,
,"ダイアログ","*選択アイテムタイプ",1,"魔導書","魔導書",0,0,,,
,"ダイアログ","*選択アイテムタイプ",1,"杖","杖",0,0,,,
,"ダイアログ","*選択アイテムタイプ",1,"指輪","指輪",0,0,,,
,"ダイアログ",,0,,"食糧タイプは",0,0,,,
,"ダイアログ","*選択食糧タイプ",1,"無難","無難",0,0,,,
,"ダイアログ","*選択食糧タイプ",1,"コク","コク",0,0,,,
,"ダイアログ","*選択食糧タイプ",1,"甘味","甘味",0,0,,,
,"ダイアログ","*選択食糧タイプ",1,"苦味","苦味",0,0,,,
,"ダイアログ","*選択食糧タイプ",1,"肉類","肉類",0,0,,,
,"ダイアログ","*選択食糧タイプ",1,"粗食","粗食",0,0,,,
,"ダイアログ","*選択食糧タイプ",1,"珍味","珍味",0,0,,,
,"会話終了",,0,,,0,0,,,
"テーベ10F",,,0,,,0,0,,,
,"出撃選択",,0,,,0,0,,,
,"ダンジョン",,0,,"迷路_テーベ_B１０_行止１",0,0,"(800, 930, 180)",,
,"終了",,0,,,0,0,,,
"名声ダイアログテスト",,,0,,,0,0,,,
,"名声上昇",,0,,,100,0,,,
,"名声上昇",,0,,,300,0,,,
,"名声上昇",,0,,,500,0,,,
,"名声上昇",,0,,,1000,0,,,
,"名声上昇",,0,,,1000,0,,,
,"会話終了",,0,,,0,0,,,
"ダミーフェードテスト",,,0,,,0,0,,,
,"ダミーフェードアウト",,0,,,1,0,,,
,"ダミーフェード待ち",,0,,,0,0,,,
,"会話",,0,,"MID_Sample_サンプル女",1,0,,,
,"ダミーフェードイン",,0,,,1,0,,,
,"ダミーフェード待ち",,0,,,0,0,,,
,"会話終了",,0,,,0,0,,,
"名声上昇テスト",,,0,,,0,0,,,
,"名声上昇",,0,,,100,0,,,
,"会話終了",,0,,,0,0,,,
"フェード前ダイアログテスト",,,0,,,0,0,,,
,"フェードアウト",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"アイテム入手",,0,,"IID_鋼の槍",0,1,,,
,"フェードイン",,0,,,1,0,,,
,"会話終了",,0,,,0,0,,,
"乱数テスト",,,0,,,0,0,,,
,"乱数生成",,0,,,3,0,,,
,"ダイアログ","*乱数",1,"0","乱数は０",0,0,,,
,"ダイアログ","*乱数",1,"1","乱数は１",0,0,,,
,"ダイアログ","*乱数",1,"2","乱数は２",0,0,,,
,"会話終了",,0,,,0,0,,,
"GMAPカウンターテスト",,,0,,,0,0,,,
,"ダイアログ","*GMAPターン",1,"L_GMAPターン","GMAPターンは5",0,0,,,
,"会話終了",,0,,,0,0,,,
"貨幣所得・消費テスト",,,0,,,0,0,,,
,"貨幣取得",,0,,,0,50,,,
,"貨幣取得",,0,,,1,100,,,
,"貨幣消費","*銀貨",4,"20",,0,20,,,
,"貨幣消費","*金貨",4,"150",,1,150,,,
,"会話終了",,0,,,0,0,,,
"アイテム選択テスト",,,0,,,0,0,,,
,"選択アイテム消去",,0,,,0,0,,,
,"アイテム選択",,0,,,1,0,,,
,"選択アイテム消去","*選択アイテムIID",1,"IID_鋼の槍",,0,0,,,
,"会話終了",,0,,,0,0,,,
"アイテム入手テスト",,,0,,,0,0,,,
,"アイテム入手",,0,,"IID_鋼の剣",0,0,"ジングルなし",,
,"会話終了",,0,,,0,0,,,
"旅の商人テスト",,,0,,,0,0,,,
,"旅の商人",,0,,"G_旅の商人_森の村内部",2,0,,,
,"会話終了",,0,,,0,0,,,
"エンディングテスト",,,0,,,0,0,,,
,"エンディング",,0,,,0,0,,,
"サブルーチン引数テスト",,,0,,,0,0,,,
,"サブルーチン呼び出し",,0,,"サブルーチン引数テスト用サブルーチン",100,200,,,
,"サブルーチン呼び出し",,0,,"サブルーチン引数テスト用サブルーチン",300,400,,,
,"サブルーチン呼び出し",,0,,"サブルーチン引数テスト用サブルーチン",500,600,,,
,"サブルーチン呼び出し",,0,,"サブルーチン引数テスト用サブルーチン",700,800,,,
,"サブルーチン呼び出し",,0,,"サブルーチン引数テスト用サブルーチン",900,1000,,,
,"サブルーチン呼び出し",,0,,"サブルーチン引数テスト用サブルーチン",1500,2000,,,
,"会話終了",,0,,,0,0,,,
