シーケンス,コマンド,条件1,比較,条件2,引数１（ジャンプ先）,引数２,引数３,引数４,引数５,引数６
"酒場_SUB14",,,0,,,0,0,,,
,"立ち絵追加",,0,,"SUB14_マナの草交渉",10,0,"おじさん","MPID_酒場の主人",
,"サブルーチン終了",,0,,,0,0,,,
"SUB14_マナの草交渉",,,0,,,0,0,,,
,"会話","G_SUB_14酒場の新メニュー",4,"1","MID_SUB14_2_1",10,0,,,
,"会話","*else",0,,"MID_SUB14_1_1",10,0,,,
,"変数セット","G_SUB_14酒場の新メニュー",2,"2","G_SUB_14酒場の新メニュー",0,1,,,
,"はい・いいえ選択",,0,,"MID_SUB14_1_確認1",0,0,,,
,"はい選択",,0,,"SUB14_マナの草渡す",0,0,,,
,"いいえ選択",,0,,"SUB14_マナの草渡さない",0,0,,,
,"はい・いいえ選択実行",,0,,,0,0,,,
"SUB14_マナの草渡す",,,0,,,0,0,,,
,"会話","*IID_マナの草",5,"3","MID_SUB14_1_4",10,0,,,
,"会話終了","*IID_マナの草",5,"3",,0,0,,,
,"会話",,0,,"MID_SUB14_1_2",10,0,,,
,"アイテム消費",,0,,"IID_マナの草",0,0,,,
,"アイテム消費",,0,,"IID_マナの草",0,0,,,
,"アイテム消費",,0,,"IID_マナの草",0,0,,,
,"アイテム入手",,0,,"IID_薬草のリキュール",0,0,,,
,"変数セット",,0,,"G_SUB_14酒場の新メニュー",0,2,,,
,"会話メニュー再構築",,0,,,0,0,,,
"SUB14_マナの草渡さない",,,0,,,0,0,,,
,"会話",,0,,"MID_SUB14_1_3",10,0,,,
,"会話終了",,0,,,0,0,,,
