シーケンス,コマンド,条件1,比較,条件2,引数１（ジャンプ先）,引数２,引数３,引数４,引数５,引数６
"初期化",,,0,,,0,0,,,
,"拠点会話追加","*クリア済み",1,"True",,0,0,,,
,"サブルーチン呼び出し","*章",1,"2","変数設定_2章",0,0,,,
,"終了",,0,,,0,0,,,
"メイン",,,0,,,0,0,,,
,"コメント",,0,,"メイン",0,0,,,
,"サブルーチン呼び出し",,0,,"移動先_ノーヴァの港",0,0,,,
,"サブルーチン呼び出し",,0,,"初期化_変数設定",0,0,,,
,"スポットフラグ",,0,,"訪問済み",0,1,,,
,"ジャンプ",,0,,"出入り口",0,0,,,
"移動先_ノーヴァの港",,,0,,,0,0,,,
,"コメント",,0,,"移動先追加",0,0,,,
,"ミニマップ",,0,,"AdvMap_NovaPort",0,0,,,
,"移動先追加",,0,,"出入り口",0,0,,,
,"移動先追加",,0,,"桟橋",0,0,,,
,"移動先追加",,0,,"酒場",0,0,,,
,"移動先追加",,0,,"港を出る",1,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"初期化_変数設定",,,0,,,0,0,,,
,"サブルーチン呼び出し","*章",1,"2","初期化_変数設定2章",0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"出入り口",,,0,,,0,0,,,
,"背景",,0,,"拠点_ノーヴァの港_出入り口",0,0,,,
,"サブルーチン呼び出し","*章",1,"2","出入り口_フェード前2章",0,0,,,
,"フェードイン",,0,,,1,0,,,
,"現在地表示",,0,,,0,0,,,
,"コマンド実行",,0,,,0,0,,,
"酒場",,,0,,,0,0,,,
,"背景",,0,,"拠点_ノーヴァの港_酒場",0,0,,,
,"サブルーチン呼び出し","*章",1,"2","酒場_フェード前2章",0,0,,,
,"サブルーチン呼び出し",,0,,"酒場_SUB14",0,0,,,
,"フェードイン",,0,,,1,0,,,
,"現在地表示",,0,,,0,0,,,
,"コマンド実行",,0,,,0,0,,,
"桟橋",,,0,,,0,0,,,
,"背景",,0,,"拠点_ノーヴァの港_桟橋",0,0,,,
,"サブルーチン呼び出し","*章",1,"2","桟橋_フェード前2章",0,0,,,
,"フェードイン",,0,,,1,0,,,
,"現在地表示",,0,,,0,0,,,
,"コマンド実行",,0,,,0,0,,,
"港を出る",,,0,,,0,0,,,
,"フェードアウト",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"BGM停止",,0,,,2,0,,,
,"環境音停止",,0,,,2,0,,,
,"終了",,0,,,0,0,,,
"アドベンチャーをスキップ",,,0,,,0,0,,,
,"ジャンプ","*章",1,"2","アドベンチャーをスキップ_2章",0,0,,,
,"ジャンプ",,0,,"港を出る",0,0,,,
