シーケンス,コマンド,条件1,比較,条件2,引数１（ジャンプ先）,引数２,引数３,引数４,引数５,引数６
"鍛冶屋_SUB15",,,0,,,0,0,,,
,"サブルーチン呼び出し","G_SUB_15盾_完成待ち",2,"1","SUB15_通常立ち絵",0,0,,,
,"サブルーチン呼び出し","*else",0,,"SUB15_盾完成チェック",0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"SUB15_盾完成チェック",,,0,,,0,0,,,
,"GMAPターン取得",,0,,"SUB15盾チェック",0,0,,,
,"GMAPターン取得",,0,,"SUB15盾計算",0,0,,,
,"変数セット",,0,,"SUB15盾チェック",2,0,"G_SUB_15盾_完成時間",,
,"立ち絵追加","SUB15盾チェック",4,"4","SUB15_盾完成会話",6,0,"おじさん","MPID_鍛冶屋の亭主",
,"立ち絵追加","*else",0,,"SUB15_盾完成待ち会話",6,0,"おじさん","MPID_鍛冶屋の亭主",
,"サブルーチン終了",,0,,,0,0,,,
"SUB15_盾完成待ち会話",,,0,,,0,0,,,
,"会話",,0,,"MID_SUB15_1_5",6,0,,,
,"会話終了",,0,,,0,0,,,
"SUB15_盾完成会話",,,0,,,0,0,,,
,"会話",,0,,"MID_SUB15_1_6",6,0,,,
,"アイテム入手",,0,,"IID_竜の盾",0,0,,,
,"変数セット",,0,,"G_SUB_15盾_完成待ち",0,0,,,
,"変数セット",,0,,"G_SUB_15盾_完成時間",0,0,,,
,"変数セット","G_SUB_15最強の盾",3,"1","G_SUB_15最強の盾",0,2,,,
,"会話メニュー再構築",,0,,,0,0,,,
"SUB15_通常立ち絵",,,0,,,0,0,,,
,"立ち絵追加","G_SUB_15盾_完成待ち",2,"1","SUB15_通常会話",6,0,"おじさん","MPID_鍛冶屋の亭主",
,"サブルーチン終了",,0,,,0,0,,,
"SUB15_通常会話",,,0,,,0,0,,,
,"会話","G_SUB_15最強の盾",4,"1","MID_SUB15_2_1",6,0,,,
,"会話","*else",0,,"MID_SUB15_1_1",6,0,,,
,"変数セット","G_SUB_15最強の盾",3,"1","G_SUB_15最強の盾",0,1,,,
,"はい・いいえ選択",,0,,"MID_SUB15_1_確認1",0,0,,,
,"はい選択",,0,,"SUB15_材料渡す",0,0,,,
,"いいえ選択",,0,,"SUB15_材料渡さない",0,0,,,
,"はい・いいえ選択実行",,0,,,0,0,,,
"SUB15_材料渡す",,,0,,,0,0,,,
,"変数セット",,0,,"SUB15盾チェック",0,0,,,
,"変数セット","*IID_竜のうろこ",4,"4","SUB15盾チェック",0,1,,,
,"会話","SUB15盾チェック",1,"1","MID_SUB15_1_2",6,0,,,
,"アイテム消費","SUB15盾チェック",1,"1","IID_竜のうろこ",0,0,,,
,"アイテム消費","SUB15盾チェック",1,"1","IID_竜のうろこ",0,0,,,
,"アイテム消費","SUB15盾チェック",1,"1","IID_竜のうろこ",0,0,,,
,"アイテム消費","SUB15盾チェック",1,"1","IID_竜のうろこ",0,0,,,
,"変数セット","SUB15盾チェック",1,"1","G_SUB_15盾_完成待ち",0,1,,,
,"GMAPターン取得","SUB15盾チェック",1,"1","G_SUB_15盾_完成時間",0,0,,,
,"会話メニュー再構築","SUB15盾チェック",1,"1",,0,0,,,
,"会話",,0,,"MID_SUB15_1_4",6,0,,,
,"会話終了",,0,,,0,0,,,
"SUB15_材料渡さない",,,0,,,0,0,,,
,"会話",,0,,"MID_SUB15_1_3",6,0,,,
,"会話終了",,0,,,0,0,,,
"SUB15_デバッグアイテム入手",,,0,,,0,0,,,
,"アイテム入手",,0,,"IID_竜のうろこ",0,0,,,
,"アイテム入手",,0,,"IID_竜のうろこ",0,0,,,
,"アイテム入手",,0,,"IID_竜のうろこ",0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"広場_SUB17",,,0,,,0,0,,,
,"サブルーチン呼び出し",,0,,"SUB17_通常立ち絵",0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"SUB17_通常立ち絵",,,0,,,0,0,,,
,"立ち絵追加",,0,,"SUB17_通常会話",10,0,"学者風の男",,
,"サブルーチン終了",,0,,,0,0,,,
"SUB17_通常会話",,,0,,,0,0,,,
,"会話","G_SUB_17輝く秘薬",4,"1","MID_SUB17_2_1",10,0,,,
,"会話","*else",0,,"MID_SUB17_1_1",10,0,,,
,"変数セット","G_SUB_17輝く秘薬",3,"1","G_SUB_17輝く秘薬",0,1,,,
,"はい・いいえ選択",,0,,"MID_SUB17_1_確認1",0,0,,,
,"はい選択",,0,,"SUB17_材料渡す",0,0,,,
,"いいえ選択",,0,,"SUB17_材料渡さない",0,0,,,
,"はい・いいえ選択実行",,0,,,0,0,,,
"SUB17_材料渡す",,,0,,,0,0,,,
,"変数セット",,0,,"お薬チェック",0,0,,,
,"変数セット","*IID_発酵乳",4,"1","お薬チェック",1,1,,,
,"変数セット","*IID_ドーマのコケ",4,"1","お薬チェック",1,1,,,
,"変数セット","*IID_オレンジ",4,"1","お薬チェック",1,1,,,
,"会話","お薬チェック",1,"3","MID_SUB17_1_2",10,0,,,
,"アイテム消費","お薬チェック",1,"3","IID_発酵乳",0,0,,,
,"アイテム消費","お薬チェック",1,"3","IID_ドーマのコケ",0,0,,,
,"アイテム消費","お薬チェック",1,"3","IID_オレンジ",0,0,,,
,"アイテム入手","お薬チェック",1,"3","IID_アンブロシア",0,0,,,
,"変数セット","お薬チェック",1,"3","G_SUB_17輝く秘薬",0,2,,,
,"会話メニュー再構築","お薬チェック",1,"3",,0,0,,,
,"会話",,0,,"MID_SUB17_1_4",10,0,,,
,"会話終了",,0,,,0,0,,,
"SUB17_材料渡さない",,,0,,,0,0,,,
,"会話",,0,,"MID_SUB17_1_3",10,0,,,
,"会話終了",,0,,,0,0,,,
"SUB17_デバッグアイテム入手",,,0,,,0,0,,,
,"アイテム入手",,0,,"IID_発酵乳",0,0,,,
,"アイテム入手",,0,,"IID_ドーマのコケ",0,0,,,
,"アイテム入手",,0,,"IID_オレンジ",0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
