シーケンス,コマンド,条件1,比較,条件2,引数１（ジャンプ先）,引数２,引数３,引数４,引数５,引数６
"初期化",,,0,,,0,0,,,
,"終了",,0,,,0,0,,,
"メイン",,,0,,,0,0,,,
,"サブルーチン呼び出し",,0,,"初期化_変数設定",0,0,,,
,"ジャンプ",,0,,"入口",0,0,,,
"初期化_変数設定",,,0,,,0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"入口",,,0,,,0,0,,,
,"出撃選択",,0,,,0,0,"Dng_TebeTikaMeikyu",,
,"ジャンプ","*結果",1,"戻る","終了",0,0,,,
,"ジャンプ",,0,,"Ｂ１_入口",0,0,"start1",,
,"ジャンプ",,0,,"出口",0,0,,,
"出口",,,0,,,0,0,,,
,"ジャンプ",,0,,"終了",0,0,,,
,"アサート",,0,,"結果が不正です",0,0,,,
"終了",,,0,,,0,0,,,
,"サブルーチン呼び出し",,0,,"GS_セーブメニュー",0,0,,,
,"終了",,0,,,0,0,,,
"Ｂ１_入口",,,0,,,0,0,,,
,"ダンジョン",,0,,"迷路_テーベ_Ｂ１_入口１",0,0,"*arg4",,
,"ジャンプ","*結果",1,"exit2","Ｂ１_通常１",0,0,"start1",,
,"ジャンプ",,0,,"出口",0,0,,,
"Ｂ１_通常１",,,0,,,0,0,,,
,"ダンジョン",,0,,"迷路_テーベ_Ｂ１_通常１",0,0,"*arg4",,
,"ジャンプ","*結果",1,"exit1","Ｂ１_入口",0,0,"start2",,
,"ジャンプ","*結果",1,"exit2","Ｂ１_穴１",0,0,"start1",,
,"アサート",,0,,"結果が不正です",0,0,,,
"Ｂ１_穴１",,,0,,,0,0,,,
,"ダンジョン",,0,,"迷路_テーベ_Ｂ１_穴１",0,0,"*arg4",,
,"ジャンプ","*結果",1,"exit1","Ｂ１_通常１",0,0,"start2",,
,"ジャンプ",,0,,"Ｂ２_行止１",0,0,"(790,885,180)",,
"Ｂ２_行止１",,,0,,,0,0,,,
,"ダンジョン",,0,,"迷路_テーベ_Ｂ２_行止１",0,0,"*arg4",,
,"ジャンプ",,0,,"Ｂ２_分岐１",0,0,"start2",,
"Ｂ２_分岐１",,,0,,,0,0,,,
,"ダンジョン",,0,,"迷路_テーベ_Ｂ２_分岐１",0,0,"*arg4",,
,"ジャンプ","*結果",1,"exit1","Ｂ２_穴１",0,0,"start1",,
,"ジャンプ","*結果",1,"exit2","Ｂ２_行止１",0,0,"start1",,
,"ジャンプ","*結果",1,"exit3","Ｂ２_宝箱１",0,0,"start1",,
,"アサート",,0,,"結果が不正です",0,0,,,
"Ｂ２_穴１",,,0,,,0,0,,,
,"ダンジョン",,0,,"迷路_テーベ_Ｂ２_穴１",0,0,"*arg4",,
,"ジャンプ","*結果",1,"exit1","Ｂ２_分岐１",0,0,"start1",,
