シーケンス,コマンド,条件1,比較,条件2,引数１（ジャンプ先）,引数２,引数３,引数４,引数５,引数６
"変数設定_1章",,,0,,,0,0,,,
,"ローカル変数",,0,,"ソフィア城1_強制会話_バルコニー",0,0,,,
,"拠点会話追加","G_ソフィア城1_強制会話_中央ホール",1,"1",,0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"初期化_変数設定_1章",,,0,,,0,0,,,
,"変数セット",,0,,"G_ソフィア城1_初回訪問",0,1,,,
,"サブルーチン呼び出し","G_ソフィア城1_バルコニー移動許可",2,"3","バルコニー移動許可チェック",0,0,,,
,"変数セット",,0,,"ソフィア城1_強制会話_バルコニー",0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"玄関_フェード前1章",,,0,,,0,0,,,
,"立ち絵追加",,0,,"傭兵と会話1章",4,0,"アーチャー（青）","MPID_ソフィア兵",
,"立ち絵追加",,0,,"男性と会話1章",2,0,"男性",,
,"サブルーチン終了",,0,,,0,0,,,
"傭兵と会話1章",,,0,,,0,0,,,
,"会話",,0,,"MID_ADV1_傭兵",4,0,,,
,"会話終了",,0,,,0,0,,,
"男性と会話1章",,,0,,,0,0,,,
,"会話",,0,,"MID_ADV1_男性",2,0,,,
,"会話終了",,0,,,0,0,,,
"中央ホール_フェード前1章",,,0,,,0,0,,,
,"立ち絵追加","G_ソフィア城1_強制会話_中央ホール",1,"1","お手伝いさんと会話1章",4,0,"おばさん",,
,"立ち絵追加","G_ソフィア城1_強制会話_中央ホール",1,"1","おねえさんと会話1章",5,0,"女性",,
,"立ち絵追加","G_ソフィア城1_強制会話_中央ホール",1,"1","おじさんと会話1章",2,0,"おじさん",,
,"サブルーチン終了",,0,,,0,0,,,
"お手伝いさんと会話1章",,,0,,,0,0,,,
,"会話",,0,,"MID_ADV1_おばさん",4,0,,,
,"会話終了",,0,,,0,0,,,
"おねえさんと会話1章",,,0,,,0,0,,,
,"会話",,0,,"MID_ADV1_女性",5,0,,,
,"会話終了",,0,,,0,0,,,
"おじさんと会話1章",,,0,,,0,0,,,
,"会話",,0,,"MID_ADV1_おじさん",2,0,,,
,"会話終了",,0,,,0,0,,,
"中央ホール_イベント1章",,,0,,,0,0,,,
,"サブルーチン呼び出し","G_ソフィア城1_強制会話_中央ホール",1,"0","中央ホール_強制会話1章",0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"中央ホール_強制会話1章",,,0,,,0,0,,,
,"スキップ中断",,0,,,0,0,,,
,"会話",,0,,"MID_EV1_1",0,0,,,
,"カメラ揺れ",,0,,"0.3",2000,2,"0",,
,"カメラ揺れ終了待ち",,0,,,0,0,,,
,"カメラ揺れ",,0,,"0.3",2000,1,"0",,
,"カメラ揺れ終了待ち",,0,,,0,0,,,
,"会話",,0,,"MID_EV1_2",0,0,,,
,"変数セット",,0,,"G_ソフィア城1_強制会話_中央ホール",0,1,,,
,"サブルーチン呼び出し","G_ソフィア城1_バルコニー移動許可",5,"2","バルコニー移動許可チェック",0,0,,,
,"フェードアウト",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"立ち絵追加","G_ソフィア城1_強制会話_中央ホール",1,"1","お手伝いさんと会話1章",4,0,"おばさん",,
,"立ち絵追加","G_ソフィア城1_強制会話_中央ホール",1,"1","おねえさんと会話1章",5,0,"女性",,
,"立ち絵追加","G_ソフィア城1_強制会話_中央ホール",1,"1","おじさんと会話1章",2,0,"おじさん",,
,"ウェイト",,0,,,500,0,,,
,"フェードイン",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"宝物庫_立ち絵1章",,,0,,,0,0,,,
,"立ち絵追加",,0,,"女騎士と会話1章",4,0,"ソシアルナイト女（青）","MPID_ソフィア兵",
,"立ち絵追加",,0,,"ソルジャーと会話1章",1,0,"ソルジャー（青）","MPID_ソフィア兵",
,"サブルーチン終了",,0,,,0,0,,,
"女騎士と会話1章",,,0,,,0,0,,,
,"会話",,0,,"MID_ADV1_ソシアルナイト女",4,0,,,
,"会話終了",,0,,,0,0,,,
"ソルジャーと会話1章",,,0,,,0,0,,,
,"会話",,0,,"MID_ADV1_ソルジャー",1,0,,,
,"会話終了",,0,,,0,0,,,
"謁見の間_立ち絵1章",,,0,,,0,0,,,
,"コメント",,0,,"謁見の間_立ち絵1章",0,0,,,
,"立ち絵追加",,0,,"お城付きの老人と会話1章",2,0,"老人",,
