シーケンス,コマンド,条件1,比較,条件2,引数１（ジャンプ先）,引数２,引数３,引数４,引数５,引数６
"中央ホール_SUB03",,,0,,,0,0,,,
,"立ち絵追加","G_SUB_03チーズ",5,"2","SUB03_チーズ貴族",2,0,"貴族の老人","MPID_チーズ好きの貴族",
,"サブルーチン終了",,0,,,0,0,,,
"SUB03_チーズ貴族",,,0,,,0,0,,,
,"変数セット","G_SUB_03チーズ",5,"1","G_SUB_03チーズ",0,1,,,
,"変数セット",,0,,"SUB03_チーズ種類",0,0,,,
,"サブルーチン呼び出し","G_SUB_03チーズ_穴あき",1,"0","SUB03_穴あきチーズ判定",0,0,,,
,"サブルーチン呼び出し","G_SUB_03チーズ_青カビ",1,"0","SUB03_青カビチーズ判定",0,0,,,
,"サブルーチン呼び出し","G_SUB_03チーズ_聖獣",1,"0","SUB03_聖獣チーズ判定",0,0,,,
,"会話",,0,,"MID_SUB3_1_1",2,0,"貴族の老人",,
,"会話終了","SUB03_チーズ種類",5,"1",,0,0,,,
,"サブルーチン呼び出し","SUB03_チーズ種類",1,"3","SUB03_聖獣チーズ交渉",0,0,,,
,"サブルーチン呼び出し","*else",0,,"SUB03_チーズ分岐",0,0,,,
,"会話終了",,0,,,0,0,,,
"SUB03_チーズ分岐",,,0,,,0,0,,,
,"サブルーチン呼び出し","SUB03_チーズ種類",1,"2","SUB03_青カビチーズ交渉",0,1,,,
,"サブルーチン呼び出し","*else",0,,"SUB03_穴あきチーズ交渉",0,1,,,
,"サブルーチン終了",,0,,,0,0,,,
"SUB03_穴あきチーズ判定",,,0,,,0,0,,,
,"変数セット","*IID_穴あきチーズ",4,"1","SUB03_チーズ種類",0,1,,,
,"サブルーチン終了",,0,,,0,0,,,
"SUB03_青カビチーズ判定",,,0,,,0,0,,,
,"変数セット","*IID_青カビチーズ",4,"1","SUB03_チーズ種類",0,2,,,
,"サブルーチン終了",,0,,,0,0,,,
"SUB03_聖獣チーズ判定",,,0,,,0,0,,,
,"変数セット","*IID_聖獣のチーズ",4,"1","SUB03_チーズ種類",0,3,,,
,"サブルーチン終了",,0,,,0,0,,,
"SUB03_穴あきチーズ交渉",,,0,,,0,0,,,
,"はい・いいえ選択",,0,,"MID_SUB3_1_確認1",0,0,,,
,"はい選択",,0,,"SUB03_穴あきチーズ渡す",0,0,,,
,"いいえ選択",,0,,"SUB03_チーズ渡さない",0,0,,,
,"はい・いいえ選択実行",,0,,,0,0,,,
"SUB03_青カビチーズ交渉",,,0,,,0,0,,,
,"はい・いいえ選択",,0,,"MID_SUB3_3_確認1",0,0,,,
,"はい選択",,0,,"SUB03_青カビチーズ渡す",0,0,,,
,"いいえ選択",,0,,"SUB03_チーズ渡さない",0,0,,,
,"はい・いいえ選択実行",,0,,,0,0,,,
"SUB03_聖獣チーズ交渉",,,0,,,0,0,,,
,"はい・いいえ選択",,0,,"MID_SUB3_4_確認1",0,0,,,
,"はい選択",,0,,"SUB03_聖獣チーズ渡す",0,0,,,
,"いいえ選択",,0,,"SUB03_チーズ渡さない",0,0,,,
,"はい・いいえ選択実行",,0,,,0,0,,,
"SUB03_穴あきチーズ渡す",,,0,,,0,0,,,
,"変数セット",,0,,"G_SUB_03チーズ_穴あき",0,1,,,
,"変数セット",,0,,"SUB03_チーズ種類",0,0,,,
,"会話",,0,,"MID_SUB3_2_1",2,0,,,
,"アイテム消費",,0,,"IID_穴あきチーズ",0,0,,,
,"アイテム入手",,0,,"IID_はちみつ",0,0,,,
,"サブルーチン呼び出し",,0,,"SUB03_シーケンス終了判定",0,0,,,
,"会話メニュー再構築",,0,,,0,0,,,
"SUB03_青カビチーズ渡す",,,0,,,0,0,,,
,"変数セット",,0,,"G_SUB_03チーズ_青カビ",0,1,,,
,"変数セット",,0,,"SUB03_チーズ種類",0,0,,,
,"会話",,0,,"MID_SUB3_3_1",2,0,,,
,"アイテム消費",,0,,"IID_青カビチーズ",0,0,,,
,"アイテム入手",,0,,"IID_薬草のリキュール",0,0,,,
,"サブルーチン呼び出し",,0,,"SUB03_シーケンス終了判定",0,0,,,
,"会話メニュー再構築",,0,,,0,0,,,
"SUB03_聖獣チーズ渡す",,,0,,,0,0,,,
,"変数セット",,0,,"G_SUB_03チーズ_聖獣",0,1,,,
,"変数セット",,0,,"SUB03_チーズ種類",0,0,,,
,"会話",,0,,"MID_SUB3_4_1",2,0,,,
,"アイテム消費",,0,,"IID_聖獣のチーズ",0,0,,,
,"アイテム入手",,0,,"IID_異国のスパイス",0,0,,,
,"サブルーチン呼び出し",,0,,"SUB03_シーケンス終了判定",0,0,,,
,"会話メニュー再構築",,0,,,0,0,,,
"SUB03_チーズ渡さない",,,0,,,0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"SUB03_シーケンス終了判定",,,0,,,0,0,,,
,"変数セット",,0,,"SUB03_チーズ終了判定",0,0,,,
,"変数セット","G_SUB_03チーズ_穴あき",1,"1","SUB03_チーズ終了判定",1,1,,,
,"変数セット","G_SUB_03チーズ_青カビ",1,"1","SUB03_チーズ終了判定",1,1,,,
,"変数セット","G_SUB_03チーズ_聖獣",1,"1","SUB03_チーズ終了判定",1,1,,,
,"変数セット","SUB03_チーズ終了判定",1,"3","G_SUB_03チーズ",0,2,,,
,"名声上昇","SUB03_チーズ終了判定",1,"3",,300,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"SUB03_始終判定",,,0,,,0,0,,,
,"サブルーチン呼び出し","G_SUB_03チーズ_穴あき",1,"0","SUB03_穴あきチーズ選択",0,0,,,
,"サブルーチン呼び出し","G_SUB_03チーズ_青カビ",1,"0","SUB03_青カビチーズ選択",0,0,,,
,"サブルーチン呼び出し","G_SUB_03チーズ_聖獣",1,"0","SUB03_聖獣チーズ選択",0,0,,,
