シーケンス,コマンド,条件1,比較,条件2,引数１（ジャンプ先）,引数２,引数３,引数４,引数５,引数６
"巨大な扉_フェード前5章",,,0,,,0,0,,,
,"サブルーチン呼び出し","G_ドーマ神殿5_５章オープニング",1,"0","巨大な扉_５章オープニング",0,0,,,
,"立ち絵追加","G_ドーマ神殿5_５章オープニング",4,"1","MID_ADV1_マッセナ",4,0,"マッセナ",,
,"変数セット","G_ドーマ神殿5_５章オープニング",1,"0","G_ドーマ神殿5_５章オープニング",0,1,,,
,"サブルーチン終了",,0,,,0,0,,,
"巨大な扉_５章オープニング",,,0,,,0,0,,,
,"コメント",,0,,"このイベントを走らせると、ダンジョン内イベントも走るようにする。",0,0,,,
,"壁紙表示",,0,,,0,0,,,
,"章タイトル",,0,,,1,0,,,
,"フェードアウト",,0,,,2,0,"white",,
,"フェード待ち",,0,,,0,0,,,
,"背景",,0,,"拠点_ドーマ神殿_生贄の祭壇",0,0,,,
,"BGM停止",,0,,,0,0,,,
,"フェードイン",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"会話",,0,,"MID_EV1",3,0,,,
,"BGM停止",,0,,,2,0,,,
,"効果音再生",,0,,"SE_EVT_5_FIRE_BURN2",0,0,,,
,"フェードアウト",,0,,,2,0,"white",,
,"フェード待ち",,0,,,0,0,,,
,"ウェイト",,0,,,2000,0,,,
,"フェード強制更新ON",,0,,,0,0,,,
,"フェードアウト",,0,,,3000,0,,,
,"フェード待ち",,0,,,0,0,,,
,"フェード強制更新OFF",,0,,,0,0,,,
,"ムービー",,0,,"Mov_Ep08_Daisyo",0,0,,,
,"BGM再生",,0,,"BGM_MAP_G5",0,0,,,
,"カットシーン",,0,,"S05_Narration",0,0,,,
,"壁紙消去",,0,,,0,0,,,
,"背景",,0,,"拠点_リゲル城_巨大な扉",0,0,,,
,"立ち絵追加",,0,,"MID_ADV1_マッセナ",4,0,"マッセナ",,
,"変数セット",,0,,"G_エリア_迷路_ドーマ神殿２_exit9",0,1,,,
,"変数セット",,0,,"G_エリア_迷路_ドーマ神殿３_exit6",0,1,,,
,"変数セット",,0,,"G_エリア_迷路_ドーマ神殿７_exit5",0,1,,,
,"変数セット",,0,,"G_エリア_迷路_ドーマ神殿１１_exit7",0,1,,,
,"サブルーチン終了",,0,,,0,0,,,
"巨大な扉_フェード後5章",,,0,,,0,0,,,
,"コメント",,0,,"◆◆巨大な扉_フェード後5章",0,0,,,
,"フェードイン",,0,,,2,0,,,
,"フェード待ち",,0,,,0,0,,,
,"会話","G_ドーマ神殿5_５章オープニング",1,"1","MID_EV2",3,0,,,
,"変数セット","G_ドーマ神殿5_５章オープニング",1,"1","G_ドーマ神殿5_５章オープニング",0,2,,,
,"サブルーチン終了",,0,,,0,0,,,
"ドーマ神殿へ_フェード前5章",,,0,,,0,0,,,
,"サブルーチン呼び出し","G_ドーマ神殿5_ダメージ開始",1,"0","ドーマ神殿へ_ダメージ開始",0,0,,,
,"変数セット",,0,,"G_ドーマ神殿5_ダメージ開始",0,1,,,
,"サブルーチン終了",,0,,,0,0,,,
"ドーマ神殿へ_ダメージ開始",,,0,,,0,0,,,
,"フェードアウト",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"背景",,0,,"拠点_ドーマ神殿_汎用",0,0,,,
,"壁紙表示",,0,,,0,0,,,
,"BGM停止",,0,,,0,0,,,
,"フェードイン",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"スキップ中断",,0,,,0,0,,,
,"会話",,0,,"MID_EV3",3,0,,,
,"フェードアウト",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"アドベンチャーをスキップ_5章",,,0,,,0,0,,,
,"変数セット","*章",1,"5","G_ダンジョン戻り無効",0,1,,,
,"イベントジャンプ",,0,,"ドーマ神殿",0,0,,,
,"終了",,0,,,0,0,,,
