シーケンス,コマンド,条件1,比較,条件2,引数１（ジャンプ先）,引数２,引数３,引数４,引数５,引数６
"初期化",,,0,,,0,0,,,
,"拠点会話追加",,0,,,0,0,,,
,"ローカル変数",,0,,"入り口ダンジョン行",0,0,,,
,"ローカル変数",,0,,"扉確認",0,0,,,
,"終了",,0,,,0,0,,,
"メイン",,,0,,,0,0,,,
,"コメント",,0,,"メイン",0,0,,,
,"変数セット","*章",1,"6","G_ドーマ神殿4_中央ホール到着",0,1,,,
,"変数セット","*章",1,"6","G_ドーマ神殿5_５章オープニング",0,2,,,
,"サブルーチン呼び出し",,0,,"移動先_リゲル城内部",0,0,,,
,"サブルーチン呼び出し",,0,,"初期化_変数設定",0,0,,,
,"サブルーチン呼び出し","*章",1,"5","５章開始",0,0,,,
,"サブルーチン呼び出し","*章",1,"1","1章エンディングイベント",0,0,,,
,"ジャンプ","G_ドーマ神殿6_移動用",1,"1","地下１階へ",0,0,,,
,"ジャンプ",,0,,"玄関",0,0,,,
"５章開始",,,0,,,0,0,,,
,"サブルーチン呼び出し","G_ドーマ神殿5_５章オープニング",1,"0","移動先_リゲル城B1",0,0,,,
,"ジャンプ","G_ドーマ神殿5_５章オープニング",1,"0","巨大な扉",0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"移動先_リゲル城内部",,,0,,,0,0,,,
,"コメント",,0,,"移動先追加",0,0,,,
,"ミニマップ",,0,,"AdvMap_RigelCastle",0,0,"MID_ADV_GROUP_リゲル城1F",,
,"移動先追加",,0,,"玄関",0,0,,,
,"移動先追加",,0,,"中央ホール",0,0,,,
,"移動先追加",,0,,"謁見の間へ",0,0,,,
,"移動先許可","G_ドーマ神殿4_中央ホール到着",1,"1","謁見の間へ",0,0,,,
,"移動先許可","*else",0,,"謁見の間へ",1,1,,,
,"移動先追加",,0,,"城の外へ",1,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"移動先_リゲル城内部B",,,0,,,0,0,,,
,"コメント",,0,,"移動先追加",0,0,,,
,"ミニマップ",,0,,"AdvMap_RigelCastle1FB",0,0,"MID_ADV_GROUP_リゲル城1FB",,
,"移動先追加",,0,,"謁見の間",0,0,,,
,"移動先追加",,0,,"中央ホールへ",0,0,,,
,"移動先追加",,0,,"地下１階へ",0,0,,,
,"移動先許可","*章",1,"4","地下１階へ",1,1,,,
,"移動先許可","*章",1,"5","地下１階へ",0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"中央ホールへ",,,0,,,0,0,,,
,"サブルーチン呼び出し",,0,,"移動先_リゲル城内部",0,0,,,
,"ジャンプ",,0,,"中央ホール",0,0,,,
"謁見の間へ",,,0,,,0,0,,,
,"サブルーチン呼び出し",,0,,"移動先_リゲル城内部B",0,0,,,
,"ジャンプ",,0,,"謁見の間",0,0,,,
"地下１階へ",,,0,,,0,0,,,
,"変数セット","G_ドーマ神殿6_移動用",1,"1","G_ドーマ神殿6_移動用",0,0,,,
,"サブルーチン呼び出し",,0,,"移動先_リゲル城B1",0,0,,,
,"ジャンプ",,0,,"巨大な扉",0,0,,,
"１階へ",,,0,,,0,0,,,
,"サブルーチン呼び出し",,0,,"移動先_リゲル城内部B",0,0,,,
,"ジャンプ",,0,,"謁見の間",0,0,,,
"移動先_リゲル城B1",,,0,,,0,0,,,
,"コメント",,0,,"移動先追加",0,0,,,
,"ミニマップ",,0,,"AdvMap_RigelCastle_B1",0,0,"MID_ADV_GROUP_リゲル城B1",,
,"移動先追加",,0,,"巨大な扉",0,0,,,
,"移動先追加",,0,,"１階へ",0,0,,,
,"移動先追加","*章",1,"5","ドーマ神殿へ",2,0,"MID_EV31_1_確認","MID_EV_31_2_確認",
,"移動先追加","*章",1,"6","ドーマ神殿へ",2,0,"MID_ADV_ダンジョンへ入る",,
,"サブルーチン終了",,0,,,0,0,,,
"移動先_ドーマ神殿",,,0,,,0,0,,,
,"コメント",,0,,"移動先追加",0,0,,,
,"ミニマップ",,0,,"AdvMap_DumaTemple_B1",0,0,"MID_ADV_GROUP_ドーマ神殿B1",,
,"移動先追加",,0,,"通路",0,0,"・ミラ神殿",,
