シーケンス,コマンド,条件1,比較,条件2,引数１（ジャンプ先）,引数２,引数３,引数４,引数５,引数６
"作戦室_王家の剣",,,0,,,0,0,,,
,"会話",,0,,"MID_EV1_1",0,0,,,
,"サブルーチン呼び出し",,0,,"GS_一枚絵表示",0,0,"Tlp_Ev_SetUpRoyalSword",,
,"オブジェクトセット",,0,,"tresurebox_adv_1",2,0,,,
,"会話",,0,,"MID_EV1_2",0,0,,,
,"サブルーチン呼び出し",,0,,"GS_一枚絵消去",0,0,,,
,"変数セット",,0,,"G_ドゼーの砦内部3_王家の剣",0,1,,,
,"アイテム入手",,0,,"IID_王家の剣",0,0,,,
,"BGM再生",,0,,"BGM_EVT_AMB",0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"牢獄_フェード後3章",,,0,,,0,0,,,
,"サブルーチン呼び出し","G_ドゼーの砦内部3_牢獄前",1,"0","牢獄_牢前イベント",0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"牢獄_牢前イベント",,,0,,,0,0,,,
,"サブルーチン呼び出し","G_ドゼーの砦3_マチルダ死亡",1,"1","牢獄_マチルダ死亡後イベント",0,0,,,
,"サブルーチン呼び出し","牢前強制会話",1,"1","牢獄_マチルダ会話後イベント",0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"牢獄_マチルダ会話後イベント",,,0,,,0,0,,,
,"会話",,0,,"MID_EV2_a",6,0,,,
,"変数セット",,0,,"牢前強制会話",0,0,,,
,"変数セット",,0,,"G_ドゼーの砦内部3_牢獄前",0,1,,,
,"BGM再生",,0,,"BGM_EVT_AMB",0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"牢獄_マチルダ死亡後イベント",,,0,,,0,0,,,
,"会話",,0,,"MID_EV2_b",6,0,,,
,"変数セット",,0,,"G_ドゼーの砦内部3_牢獄前",0,1,,,
,"BGM再生",,0,,"BGM_EVT_AMB",0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
