シーケンス,コマンド,条件1,比較,条件2,引数１（ジャンプ先）,引数２,引数３,引数４,引数５,引数６
"玄関_SUB24",,,0,,,0,0,,,
,"立ち絵追加",,0,,"SUB24_通常",10,0,"ソルジャー",,
,"サブルーチン終了",,0,,,0,0,,,
"SUB24_通常",,,0,,,0,0,,,
,"会話",,0,,"MID_SUB24_1_6",10,0,,,
,"会話終了",,0,,,0,0,,,
"作戦室_SUB12",,,0,,,0,0,,,
,"サブルーチン呼び出し","G_SUB_12珍しい指輪",3,"1","SUB12_立ち絵",0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"SUB12_立ち絵",,,0,,,0,0,,,
,"立ち絵追加","G_SUB_12珍しい指輪",5,"1","SUB12_初回会話",9,0,"でっぷり商人","MPID_大商人アレッシオ",
,"立ち絵追加","*else",0,,"SUB12_通常交渉",9,0,"でっぷり商人","MPID_大商人アレッシオ",
,"サブルーチン終了",,0,,,0,0,,,
"SUB12_初回会話",,,0,,,0,0,,,
,"会話",,0,,"MID_SUB12_1_0",9,0,,,
,"はい・いいえ選択",,0,,"MID_SUB12_1_確認0",0,0,,,
,"はい選択",,0,,"SUB12_通常交渉",0,0,,,
,"いいえ選択",,0,,"SUB12_話を聞かない",0,0,,,
,"はい・いいえ選択実行",,0,,,0,0,,,
"SUB12_話を聞かない",,,0,,,0,0,,,
,"会話終了",,0,,,0,0,,,
"SUB12_通常交渉",,,0,,,0,0,,,
,"会話","G_SUB_12珍しい指輪",1,"1","MID_SUB12_2_1",9,0,,,
,"会話","*else",0,,"MID_SUB12_1_1",9,0,,,
,"変数セット","G_SUB_12珍しい指輪",5,"1","G_SUB_12珍しい指輪",0,1,,,
,"はい・いいえ選択",,0,,"MID_SUB12_1_確認1",0,0,,,
,"はい選択",,0,,"SUB12_はい選択",0,0,,,
,"いいえ選択",,0,,"SUB12_いいえ選択",0,0,,,
,"はい・いいえ選択実行",,0,,,0,0,,,
"SUB12_いいえ選択",,,0,,,0,0,,,
,"会話",,0,,"MID_SUB12_1_3",9,0,,,
,"会話メニュー再構築",,0,,,0,0,,,
"SUB12_はい選択",,,0,,,0,0,,,
,"サブルーチン呼び出し","*銀貨",4,"30","SUB12_はい選択_銀貨あり",0,0,,,
,"サブルーチン呼び出し","*else",0,,"SUB12_いいえ選択",0,0,,,
,"会話メニュー再構築",,0,,,0,0,,,
"SUB12_はい選択_銀貨あり",,,0,,,0,0,,,
,"会話",,0,,"MID_SUB12_1_2",9,0,,,
,"アイテム入手",,0,,"IID_サンゴの指輪",0,0,,,
,"貨幣消費",,0,,,0,30,,,
,"変数セット",,0,,"G_SUB_12珍しい指輪",0,2,,,
,"名声上昇",,0,,,200,0,,,
,"立ち絵消去",,0,,"でっぷり商人",9,0,,,
,"会話メニュー再構築",,0,,,0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"SUB12_初回",,,0,,,0,0,,,
,"立ち絵追加","*銀貨",4,"30","SUB12_初回_銀貨あり",9,0,"でっぷり商人","MPID_大商人アレッシオ",
,"立ち絵追加","*else",0,,"SUB12_初回_銀貨なし",9,0,"でっぷり商人","MPID_大商人アレッシオ",
,"サブルーチン終了",,0,,,0,0,,,
"SUB12_初回_銀貨あり",,,0,,,0,0,,,
,"会話",,0,,"MID_SUB12_1_0",9,0,,,
,"はい・いいえ選択",,0,,"MID_SUB12_1_確認0",0,0,,,
,"はい選択",,0,,"SUB12_クリア前_銀貨あり",0,0,,,
,"いいえ選択",,0,,"SUB12_話を聞かない",0,0,,,
,"はい・いいえ選択実行",,0,,,0,0,,,
"SUB12_初回_銀貨なし",,,0,,,0,0,,,
,"会話",,0,,"MID_SUB12_1_0",9,0,,,
,"はい・いいえ選択",,0,,"MID_SUB12_1_確認0",0,0,,,
,"はい選択",,0,,"SUB12_クリア前_銀貨なし",0,0,,,
,"いいえ選択",,0,,"SUB12_話を聞かない",0,0,,,
,"はい・いいえ選択実行",,0,,,0,0,,,
"SUB12_クリア前",,,0,,,0,0,,,
,"立ち絵追加","*銀貨",4,"30","SUB12_クリア前_銀貨あり",9,0,"でっぷり商人","MPID_大商人アレッシオ",
,"立ち絵追加","*else",0,,"SUB12_クリア前_銀貨なし",9,0,"でっぷり商人","MPID_大商人アレッシオ",
,"サブルーチン終了",,0,,,0,0,,,
"SUB12_クリア前_銀貨なし",,,0,,,0,0,,,
,"会話","G_SUB_12珍しい指輪",1,"1","MID_SUB12_2_1",9,0,,,
,"会話","*else",0,,"MID_SUB12_1_1",9,0,,,
,"変数セット",,0,,"G_SUB_12珍しい指輪",0,1,,,
,"会話メニュー再構築",,0,,,0,0,,,
"SUB12_クリア前_銀貨あり",,,0,,,0,0,,,
,"会話","G_SUB_12珍しい指輪",1,"1","MID_SUB12_2_1",9,0,,,
,"会話","*else",0,,"MID_SUB12_1_1",9,0,,,
,"変数セット",,0,,"G_SUB_12珍しい指輪",0,1,,,
,"はい・いいえ選択",,0,,"MID_SUB12_1_確認1",0,0,,,
,"はい選択",,0,,"SUB12_銀貨渡す",0,0,,,
,"いいえ選択",,0,,"SUB12_銀貨渡さない",0,0,,,
,"はい・いいえ選択実行",,0,,,0,0,,,
