シーケンス,コマンド,条件1,比較,条件2,引数１（ジャンプ先）,引数２,引数３,引数４,引数５,引数６
,"グローバル変数",,0,,">エリアフラグ",0,0,,,
,"グローバル変数",,0,,"G_エリア_迷路_ドーマ神殿７_exit5",0,0,,,
,"グローバル変数",,0,,"G_エリア_迷路_ドーマ神殿３_exit6",0,0,,,
,"グローバル変数",,0,,"G_エリア_迷路_ドーマ神殿１１_exit7",0,0,,,
,"グローバル変数",,0,,"G_エリア_迷路_ドーマ神殿２_exit9",0,0,,,
,"グローバル変数",,0,,"G_エリア_迷路_ドーマ神殿２_exit9",0,0,,,
,"グローバル変数",,0,,"G_エリア_迷路_テーベ_Ｂ１０_門番２_exit2",0,0,,,
,"グローバル変数",,0,,"G_エリア_迷路_戦神の試練_exit2",0,0,,,
,"グローバル変数",,0,,"G_エリア_迷路_女神の試練_exit2",0,0,,,
,"グローバル変数",,0,,"<エリアフラグ",0,0,,,
,"グローバル変数",,0,,">導入フラグ",0,0,,,
,"グローバル変数",,0,,"G_導入済_迷路_盗賊のほこら１",0,0,,,
,"グローバル変数",,0,,"G_導入済_迷路_解放軍のアジト１",0,0,,,
,"グローバル変数",,0,,"G_導入済_迷路_海のほこら１",0,0,,,
,"グローバル変数",,0,,"G_導入済_迷路_森のほこら１",0,0,,,
,"グローバル変数",,0,,"G_導入済_迷路_竜のほこら１",0,0,,,
,"グローバル変数",,0,,"G_導入済_迷路_恐山のほこら１",0,0,,,
,"グローバル変数",,0,,"G_導入済_迷路_秘密のほこら１",0,0,,,
,"グローバル変数",,0,,"G_導入済_迷路_迷いの森１",0,0,,,
,"グローバル変数",,0,,"G_導入済_迷路_ドーマの塔１",0,0,,,
,"グローバル変数",,0,,"G_導入済_迷路_ドーマ神殿１",0,0,,,
,"グローバル変数",,0,,"G_導入演出_着地",0,0,,,
,"グローバル変数",,0,,"G_導入演出_ワープ",0,0,,,
,"グローバル変数",,0,,"<導入フラグ",0,0,,,
,"グローバル変数",,0,,">表示フラグ",0,0,,,
,"グローバル変数",,0,,"G_表示_迷路_ドーマ神殿２_mira_corpse_head_1",0,0,,,
,"グローバル変数",,0,,"G_表示_迷路_ドーマ神殿２_mira_corpse_1",1,0,,,
,"グローバル変数",,0,,"G_表示_迷路_ドーマ神殿１１_mira_corpse_head_1",1,0,,,
,"グローバル変数",,0,,"G_表示_迷路_ドーマ神殿１１_mira_corpse_head_only_1",0,0,,,
,"グローバル変数",,0,,"G_表示_迷路_ドーマ神殿１１_warp_circle_mira_1",0,0,,,
,"グローバル変数",,0,,"<表示フラグ",0,0,,,
,"グローバル変数",,0,,">初回通知",0,0,,,
,"グローバル変数",,0,,"<初回通知",0,0,,,
,"グローバル変数",,0,,">ポエム",0,0,,,
,"グローバル変数",,0,,"G_ポエム_D01_アルム",0,0,,,
,"グローバル変数",,0,,"G_ポエム_D02_アルム",0,0,,,
,"グローバル変数",,0,,"G_ポエム_D04_アルム",0,0,,,
,"グローバル変数",,0,,"G_ポエム_D06_アルム",0,0,,,
,"グローバル変数",,0,,"G_ポエム_D07_アルム",0,0,,,
,"グローバル変数",,0,,"G_ポエム_D10_アルム",0,0,,,
,"グローバル変数",,0,,"G_ポエム_D12_アルム",0,0,,,
,"グローバル変数",,0,,"G_ポエム_D03_セリカ",0,0,,,
,"グローバル変数",,0,,"G_ポエム_D05_セリカ",0,0,,,
,"グローバル変数",,0,,"G_ポエム_D08_セリカ",0,0,,,
,"グローバル変数",,0,,"G_ポエム_D09_セリカ",0,0,,,
,"グローバル変数",,0,,"G_ポエム_D12_セリカ",0,0,,,
,"グローバル変数",,0,,"<ポエム",0,0,,,
,"グローバル変数",,0,,">Amiibo",0,0,,,
,"グローバル変数",,0,,"G_戦神の試練_1",0,0,,,
,"グローバル変数",,0,,"G_戦神の試練_2",0,0,,,
,"グローバル変数",,0,,"G_戦神の試練_3",0,0,,,
,"グローバル変数",,0,,"G_戦神の試練_4",0,0,,,
,"グローバル変数",,0,,"G_戦神の試練_5",0,0,,,
,"グローバル変数",,0,,"G_戦神の試練_クリア",0,0,,,
,"グローバル変数",,0,,"G_女神の試練_1",0,0,,,
,"グローバル変数",,0,,"G_女神の試練_2",0,0,,,
,"グローバル変数",,0,,"G_女神の試練_3",0,0,,,
,"グローバル変数",,0,,"G_女神の試練_4",0,0,,,
,"グローバル変数",,0,,"G_女神の試練_5",0,0,,,
,"グローバル変数",,0,,"G_女神の試練_クリア",0,0,,,
,"グローバル変数",,0,,"<Amiibo",0,0,,,
