シーケンス,コマンド,条件1,比較,条件2,引数１（ジャンプ先）,引数２,引数３,引数４,引数５,引数６
"屋上_フェード前4章",,,0,,,0,0,,,
,"立ち絵追加",,0,,"屋上_ジェダイベント",3,0,"ジュダ",,
,"サブルーチン終了",,0,,,0,0,,,
"屋上_ジェダイベント",,,0,,,0,0,,,
,"会話",,0,,"MID_EV1",3,0,,,
,"フェードアウト",,0,,,1,0,"white",,
,"フェード待ち",,0,,,0,0,,,
,"サブルーチン呼び出し",,0,,"GS_一枚絵表示",0,0,"Tlp_Ev_SealedMila",,
,"ウェイト",,0,,,500,0,,,
,"フェードイン",,0,,,1,0,"white",,
,"フェード待ち",,0,,,0,0,,,
,"会話",,0,,"MID_EV2",0,0,,,
,"フェードアウト",,0,,,2,0,,,
,"フェード待ち",,0,,,0,0,,,
,"サブルーチン呼び出し",,0,,"GS_一枚絵消去",0,0,,,
,"ウェイト",,0,,,1000,0,,,
,"フェードイン",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"会話",,0,,"MID_EV3",3,0,,,
,"会話",,0,,"MID_EV4",3,0,,,
,"会話",,0,,"MID_EV4_1",3,0,,,
,"会話",,0,,"MID_EV4_2",3,0,,,
,"フェードアウト",,0,,,2,0,"white",,
,"フェード待ち",,0,,,0,0,,,
,"スポットフラグ",,0,,"クリア済み",0,1,,,
,"コメント",,0,,"「会話終了」が正しいが、4末版対策のため「出口」に",0,0,,,
,"変数セット",,0,,"出口に強制移動",0,1,,,
,"変数セット",,0,,"G_ドーマの塔4_クリア",0,1,,,
,"立ち絵消去",,0,,"ジュダ",3,0,,,
,"GMAPセット",,0,,,2,2,,,
,"会話メニュー再構築",,0,,,0,0,,,
"屋上_ルドルフ戦後",,,0,,,0,0,,,
,"会話",,0,,"MID_EV5",3,0,,,
,"環境音停止",,0,,,2,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"アドベンチャーをスキップ_4章",,,0,,,1,0,,,
,"スポットフラグ",,0,,"クリア済み",0,1,,,
,"変数セット",,0,,"G_ドーマの塔4_クリア",0,1,,,
,"GMAPセット",,0,,,2,2,,,
,"ジャンプ",,0,,"出口",0,0,,,
