シーケンス,コマンド,条件1,比較,条件2,引数１（ジャンプ先）,引数２,引数３,引数４,引数５,引数６
"初期化",,,0,,,0,0,,,
,"グローバル変数",,0,,"G_E020_報酬管理",0,0,,,
,"ローカル変数",,0,,"ローカル変数１",0,0,,,
,"ローカル変数",,0,,"ローカル変数２",0,0,,,
,"終了",,0,,,0,0,,,
"メイン",,,0,,,0,0,,,
,"サブルーチン呼び出し",,0,,"オープニング",0,0,,,
,"バトル",,0,,"E020",0,0,,,
,"ジャンプ","*結果",1,"退却","終了",0,0,,,
,"サブルーチン呼び出し",,0,,"エンディング",0,0,,,
,"サブルーチン呼び出し",,0,,"GS_セーブメニュー",0,0,,,
,"終了",,0,,,0,0,,,
"オープニング",,,0,,,0,0,,,
,"スポットフラグ",,0,,"訪問済み",0,1,,,
,"章タイトル",,0,,"暦表示なし",0,0,,,
,"背景",,0,,"ソフィアの門",0,0,,,
,"BGM停止",,0,,,0,0,,,
,"フェードイン",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"会話",,0,,"MID_OP1",0,0,,,
,"環境音停止",,0,,,1500,0,,,
,"フェードアウト",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"背景",,0,,"拠点_ソフィア城_玄関",0,0,,,
,"BGM停止",,0,,,0,0,,,
,"フェードイン",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"会話",,0,,"MID_OP2",0,0,,,
,"フェードアウト",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"背景",,0,,"拠点_ソフィア城_階段前",0,0,,,
,"BGM停止",,0,,,0,0,,,
,"フェードイン",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"会話",,0,,"MID_OP3",0,0,,,
,"フェードアウト",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"フェードイン",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"会話",,0,,"MID_OP4",0,0,,,
,"環境音停止",,0,,,1500,0,,,
,"フェードアウト",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"背景",,0,,"E020_拠点_ソフィア城_バルコニー",0,0,,,
,"BGM停止",,0,,,0,0,,,
,"フェードイン",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"会話",,0,,"MID_OP5",0,0,,,
,"BGM停止",,0,,,1000,0,,,
,"環境音停止",,0,,,1000,0,,,
,"フェードアウト",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"エンディング",,,0,,,0,0,,,
,"背景",,0,,"ソフィアの門",0,0,,,
,"BGM停止",,0,,,0,0,,,
,"フェードイン",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"会話",,0,,"MID_ED1",0,0,,,
,"環境音停止",,0,,,1500,0,,,
,"フェードアウト",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"背景",,0,,"E020_拠点_ソフィア城_バルコニー",0,0,,,
,"BGM停止",,0,,,0,0,,,
,"フェードイン",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"会話",,0,,"MID_ED2",0,0,,,
,"フェードアウト",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"背景",,0,,"ソフィアの門",0,0,,,
,"スキップ中断",,0,,,0,0,,,
,"BGM再生",,0,,"BGM_MAP_B_E1",0,0,,,
,"フェードイン",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"会話",,0,,"MID_ED3",0,0,,,
,"フェードアウト",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"背景",,0,,"E020_拠点_ソフィア城_バルコニー",0,0,,,
,"BGM再生",,0,,"BGM_MAP_B_E1",0,0,,,
,"フェードイン",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"会話",,0,,"MID_ED4",0,0,,,
,"環境音停止",,0,,,1500,0,,,
,"フェードアウト",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"背景",,0,,"ソフィアの門",0,0,,,
,"BGM停止",,0,,,0,0,,,
,"フェードイン",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"会話",,0,,"MID_ED5",0,0,,,
,"フェードアウト",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"背景",,0,,"ソフィアの門",0,0,,,
,"BGM停止",,0,,,0,0,,,
,"フェードイン",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"会話",,0,,"MID_ED6",0,0,,,
,"環境音停止",,0,,,1500,0,,,
,"フェードアウト",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"背景",,0,,"ソフィアの森１",0,0,,,
,"BGM停止",,0,,,0,0,,,
,"フェードイン",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"会話",,0,,"MID_ED7",0,0,,,
,"会話",,0,,"MID_ED8",0,0,,,
,"会話",,0,,"MID_ED9",0,0,,,
,"会話",,0,,"MID_ED10",0,0,,,
,"支援会話データ作成","*クリア済み",2,"True","PID_クレーベ",0,0,"PID_フォルス",,
