シーケンス,コマンド,条件1,比較,条件2,引数１（ジャンプ先）,引数２,引数３,引数４,引数５,引数６
"操作部_フェード前3章",,,0,,,0,0,,,
,"立ち絵追加","G_ミラ神殿内部3_水門開放",1,"0","MID_ADV1_おじさん1",3,0,"おじさん",,
,"立ち絵追加","*else",0,,"3章エンディング",3,0,"おじさん",,
,"サブルーチン終了",,0,,,0,0,,,
"3章エンディング",,,0,,,0,0,,,
,"変数セット",,0,,"G_水門内部3_演出",0,1,,,
,"会話",,0,,"MID_ADV1_おじさん2",3,0,"おじさん",,
,"立ち絵消去",,0,,"おじさん",3,0,,,
,"オブジェクトセット",,0,,"enjin3",5,0,,,
,"カメラ揺れ",,0,,"0.4",1500,2,"0",,
,"カメラ揺れ終了待ち",,0,,,0,0,,,
,"カメラ揺れ",,0,,"0.4",1500,1,"0",,
,"カメラ揺れ終了待ち",,0,,,0,0,,,
,"アニメ終了待ち",,0,,"enjin3",0,0,,,
,"会話",,0,,"MID_ADV1_おじさん2_2",3,0,"おじさん",,
,"フェードアウト",,0,,,2000,0,,,
,"フェード待ち",,0,,,0,0,,,
,"サブルーチン呼び出し",,0,,"GS_一枚絵表示",0,0,"Tlp_Ev_SluiceCollapse",,
,"ウェイト",,0,,,1500,0,,,
,"フェードイン",,0,,,2000,0,,,
,"フェード待ち",,0,,,0,0,,,
,"字幕再生",,0,,"Tlp_Ev_SluiceCollapse",0,0,,,
,"BGM停止",,0,,,3000,0,,,
,"環境音停止",,0,,,3000,0,,,
,"フェードアウト",,0,,,3000,0,,,
,"フェード待ち",,0,,,0,0,,,
,"サブルーチン呼び出し",,0,,"GS_一枚絵消去",0,0,,,
,"スポットフラグ",,0,,"クリア済み",0,1,,,
,"終了",,0,,,0,0,,,
"アドベンチャーをスキップ_3章",,,0,,,1,0,,,
,"スポットフラグ",,0,,"クリア済み",0,1,,,
,"章セット",,0,,"水門内部",4,1,,,
,"GMAPセット",,0,,"ミラ神殿内部",1,2,,,
,"GMAPセット",,0,,"水門内部",1,1,,,
,"イベントジャンプ",,0,,"水門内部",0,0,,,
,"終了",,0,,,0,0,,,
