シーケンス,コマンド,条件1,比較,条件2,引数１（ジャンプ先）,引数２,引数３,引数４,引数５,引数６
"ミラ神像_SUB35",,,0,,,0,0,,,
,"サブルーチン呼び出し","G_SUB_35出られなくなった男",3,"1","SUB35_通常",0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"SUB35_通常",,,0,,,0,0,,,
,"立ち絵追加",,0,,"SUB35_通常_食料選択肢",10,0,"男性","MPID_衰弱した男",
,"サブルーチン終了",,0,,,0,0,,,
"SUB35_通常_食料選択肢",,,0,,,0,0,,,
,"会話",,0,,"MID_SUB35_1_1",10,0,,,
,"変数セット","G_SUB_35出られなくなった男",5,"1","G_SUB_35出られなくなった男",0,1,,,
,"はい・いいえ選択",,0,,"MID_SUB35_1_確認1",0,0,,,
,"はい選択",,0,,"SUB35_食料渡す",0,0,,,
,"いいえ選択",,0,,"SUB35_食料渡さない",0,0,,,
,"はい・いいえ選択実行",,0,,,0,0,,,
"SUB35_食料渡す",,,0,,,0,0,,,
,"変数セット",,0,,"食料渡した",0,0,,,
,"アイテム選択",,0,,,0,0,,,
,"変数セット","*選択食糧タイプ",1,"肉類","食料渡した",1,1,,,
,"変数セット","*選択アイテムタイプ",1,"食糧","食料渡した",1,1,,,
,"選択アイテム消去","食料渡した",1,"2",,0,0,,,
,"変数セット","食料渡した",1,"2","G_SUB_35出られなくなった男",0,2,,,
,"会話","食料渡した",1,"2","MID_SUB35_1_2",10,0,,,
,"会話","食料渡した",1,"1","MID_SUB35_1_4",10,0,,,
,"会話","食料渡した",5,"1","MID_SUB35_1_3",10,0,,,
,"貨幣取得","食料渡した",1,"2",,0,30,,,
,"名声上昇","食料渡した",1,"2",,100,0,,,
,"会話","食料渡した",1,"2","MID_SUB35_2_1",10,0,,,
,"ダイアログ","食料渡した",1,"2","MID_SUB35_1_確認3",0,0,,,
,"立ち絵消去","食料渡した",1,"2","男性",10,0,,,
,"会話メニュー再構築",,0,,,0,0,,,
"SUB35_食料渡さない",,,0,,,0,0,,,
,"会話",,0,,"MID_SUB35_1_3",10,0,,,
,"会話終了",,0,,,0,0,,,
