シーケンス,コマンド,条件1,比較,条件2,引数１（ジャンプ先）,引数２,引数３,引数４,引数５,引数６
"初期化",,,0,,,0,0,,,
,"終了",,0,,,0,0,,,
"メイン",,,0,,,0,0,,,
,"サブルーチン呼び出し",,0,,"初期化_変数設定",0,0,,,
,"ジャンプ",,0,,"入口",0,0,,,
"初期化_変数設定",,,0,,,0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"入口",,,0,,,0,0,,,
,"出撃選択",,0,,,0,0,"Dng_TozokuHokora",,
,"ジャンプ","*結果",1,"戻る","終了",0,0,,,
,"ジャンプ",,0,,"ダンジョン",0,0,"start1",,
"ダンジョン",,,0,,,0,0,,,
,"ダンジョン",,0,,"迷路_テストダンジョン",0,0,"*arg4",,
,"ジャンプ","*結果",1,"event1","バトル",0,0,,,
,"ジャンプ",,0,,"出口",0,0,,,
"バトル",,,0,,,0,0,,,
,"バトル",,0,,"戦場_盗賊のほこら_ボス",0,0,,,
,"ジャンプ",,0,,"ダンジョン",0,0,,,
"出口",,,0,,,0,0,,,
,"ジャンプ","*結果",1,"exit1","終了",0,0,,,
,"アサート",,0,,"結果が不正です",0,0,,,
"終了",,,0,,,0,0,,,
,"BGM停止",,0,,,2,0,,,
,"環境音停止",,0,,,2,0,,,
,"フェードアウト",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"サブルーチン呼び出し",,0,,"GS_セーブメニュー",0,0,,,
,"終了",,0,,,0,0,,,
