シーケンス,コマンド,条件1,比較,条件2,引数１（ジャンプ先）,引数２,引数３,引数４,引数５,引数６
"初期化",,,0,,,0,0,,,
,"ローカル変数",,0,,"星のかけらチェック",0,0,,,
,"終了",,0,,,0,0,,,
"メイン",,,0,,,0,0,,,
,"サブルーチン呼び出し","*訪問済み",2,"True","オープニング",0,0,,,
,"ジャンプ",,0,,"入り口",0,0,,,
"オープニング",,,0,,,0,0,,,
,"章タイトル",,0,,"暦表示なし",0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"移動先_星の神殿",,,0,,,0,0,,,
,"コメント",,0,,"移動先追加",0,0,,,
,"ミニマップ",,0,,"AdvMap_Raman_Ent_E002",0,0,,"MID_戦闘タイトル_追加コンテンツ",
,"移動先追加",,0,,"神殿内部へ",2,0,,,
,"移動先追加",,0,,"入り口",0,0,,,
,"移動先追加",,0,,"外に出る",1,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"入り口",,,0,,,0,0,,,
,"サブルーチン呼び出し",,0,,"移動先_星の神殿",0,0,,,
,"背景",,0,,"E002_拠点_ラーマン寺院_出入り口",0,0,,,
,"サブルーチン呼び出し",,0,,"入り口_フェード前",0,0,,,
,"フェードイン",,0,,,1,0,,,
,"サブルーチン呼び出し","*訪問済み",2,"True","入り口_フェード後",0,0,,,
,"現在地表示",,0,,,0,0,,,
,"コマンド実行",,0,,,0,0,,,
"入り口_フェード後",,,0,,,0,0,,,
,"会話",,0,,"MID_OP1",3,0,,,
,"スポットフラグ",,0,,"訪問済み",0,1,,,
,"サブルーチン終了",,0,,,0,0,,,
"入り口_フェード前",,,0,,,0,0,,,
,"立ち絵追加",,0,,"MID_OP2",3,0,"賢者（青）","MPID_神殿の司祭",
,"立ち絵追加",,0,,"入り口_隠者",5,0,"隠者",,
,"サブルーチン終了",,0,,,0,0,,,
"入り口_隠者",,,0,,,0,0,,,
,"変数セット",,0,,"星のかけらチェック",0,0,,,
,"サブルーチン呼び出し",,0,,"隠者_星の宝珠完成チェック",0,0,,,
,"会話","星のかけらチェック",1,"0","MID_ADV1_隠者",5,0,,,
,"サブルーチン呼び出し","星のかけらチェック",4,"1","隠者_星のかけら一つ以上",0,0,,,
,"会話終了",,0,,,0,0,,,
"隠者_星の宝珠完成チェック",,,0,,,0,0,,,
,"変数セット","*IID_星のアクエリアス",4,"1","星のかけらチェック",1,1,,,
,"変数セット","*IID_星のピスケス",4,"1","星のかけらチェック",1,1,,,
,"変数セット","*IID_星のアリエス",4,"1","星のかけらチェック",1,1,,,
,"変数セット","*IID_星のタウルス",4,"1","星のかけらチェック",1,1,,,
,"変数セット","*IID_星のジェミニ",4,"1","星のかけらチェック",1,1,,,
,"変数セット","*IID_星のキャンサー",4,"1","星のかけらチェック",1,1,,,
,"変数セット","*IID_星のレオ",4,"1","星のかけらチェック",1,1,,,
,"変数セット","*IID_星のバルゴ",4,"1","星のかけらチェック",1,1,,,
,"変数セット","*IID_星のリブラ",4,"1","星のかけらチェック",1,1,,,
,"変数セット","*IID_星のスコーピオ",4,"1","星のかけらチェック",1,1,,,
,"変数セット","*IID_星のサジタリス",4,"1","星のかけらチェック",1,1,,,
,"変数セット","*IID_星のカプコーン",4,"1","星のかけらチェック",1,1,,,
,"サブルーチン終了",,0,,,0,0,,,
"隠者_星のかけら一つ以上",,,0,,,0,0,,,
,"サブルーチン呼び出し","星のかけらチェック",1,"12","隠者_星のかけら１２個",0,0,,,
,"会話","*else",0,,"MID_ADV2_隠者",5,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"隠者_星のかけら１２個",,,0,,,0,0,,,
,"会話",,0,,"MID_ADV3_隠者",5,0,,,
,"はい・いいえ選択",,0,,"MID_ADV3_隠者_1",0,0,,,
,"はい選択",,0,,"隠者_材料渡す",0,0,,,
,"いいえ選択",,0,,"隠者_材料渡さない",0,0,,,
,"はい・いいえ選択実行",,0,,,0,0,,,
,"会話メニュー再構築",,0,,,0,0,,,
"隠者_材料渡す",,,0,,,0,0,,,
,"会話","*IID_黒真珠",5,"1","MID_ADV6_隠者",5,0,,,
,"会話メニュー再構築","*IID_黒真珠",5,"1",,0,0,,,
,"会話",,0,,"MID_ADV4_隠者",5,0,,,
,"アイテム消費",,0,,"IID_星のアクエリアス",0,0,,,
,"アイテム消費",,0,,"IID_星のピスケス",0,0,,,
,"アイテム消費",,0,,"IID_星のアリエス",0,0,,,
,"アイテム消費",,0,,"IID_星のタウルス",0,0,,,
