シーケンス,コマンド,条件1,比較,条件2,引数１（ジャンプ先）,引数２,引数３,引数４,引数５,引数６
"変数設定_2章",,,0,,,0,0,,,
,"終了",,0,,,0,0,,,
"初期化_変数設定2章",,,0,,,0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"出入り口_フェード前2章",,,0,,,0,0,,,
,"立ち絵追加",,0,,"おじさんと会話2章",3,0,"おじさん",,
,"立ち絵追加",,0,,"おばさんと会話2章",5,0,"おばさん",,
,"サブルーチン終了",,0,,,0,0,,,
"おじさんと会話2章",,,0,,,0,0,,,
,"会話",,0,,"MID_ADV1_おじさん",3,0,,,
,"会話終了",,0,,,0,0,,,
"おばさんと会話2章",,,0,,,0,0,,,
,"会話",,0,,"MID_ADV1_おばさん",5,0,,,
,"会話終了",,0,,,0,0,,,
"酒場_フェード前2章",,,0,,,0,0,,,
,"立ち絵追加",,0,,"MID_ADV1_女性",2,0,"女性",,
,"サブルーチン呼び出し","*加入",2,"セーバー","セーバー条件分岐2章",0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"セーバー条件分岐2章",,,0,,,0,0,,,
,"立ち絵追加","G_ノーヴァの港2_桟橋イベント",1,"0","セーバーと会話2章",3,0,"セーバー",,
,"立ち絵追加","G_ノーヴァの港2_桟橋イベント",1,"1","セーバー仲間入り",3,0,"セーバー",,
,"サブルーチン終了",,0,,,0,0,,,
"セーバーと会話2章",,,0,,,0,0,,,
,"会話",,0,,"MID_ADV1_セーバー",3,0,,,
,"会話終了",,0,,,0,0,,,
"セーバー仲間入り",,,0,,,0,0,,,
,"サブルーチン呼び出し",,0,,"GS_一枚絵表示",0,0,"Tlp_Ev_Employment",,
,"会話",,0,,"MID_ADV2_セーバー",3,0,,,
,"サブルーチン呼び出し",,0,,"GS_一枚絵消去",0,0,,,
,"仲間入り","*加入",2,"セーバー","セーバー",0,0,,,
,"アイテム譲渡",,0,,"黄金の短剣",0,0,"セーバー",,
,"立ち絵消去",,0,,"セーバー",3,0,,,
,"会話メニュー再構築",,0,,,0,0,,,
"桟橋_フェード前2章",,,0,,,0,0,,,
,"サブルーチン呼び出し","*クリア済み",2,"True","老人2章_条件分岐",0,0,,,
,"立ち絵追加",,0,,"桟橋男性と会話2章",2,0,"男性",,
,"立ち絵追加",,0,,"桟橋おじさんと会話2章",4,0,"おじさん",,
,"サブルーチン終了",,0,,,0,0,,,
