シーケンス,コマンド,条件1,比較,条件2,引数１（ジャンプ先）,引数２,引数３,引数４,引数５,引数６
"玄関_フェード前3章",,,0,,,0,0,,,
,"サブルーチン呼び出し",,0,,"チュートリアル解放",0,0,,,
,"サブルーチン呼び出し","G_ソフィア城3_3章OP",1,"0","玄関_3章OP",0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"チュートリアル解放",,,0,,,0,0,,,
,"変数セット",,0,,"TUTID_ユニットの移動",0,1,,,
,"変数セット",,0,,"TUTID_システムメニュー",0,1,,,
,"変数セット",,0,,"TUTID_地形効果",0,1,,,
,"変数セット",,0,,"TUTID_疲労",0,1,,,
,"変数セット",,0,,"TUTID_クラスチェンジ",0,1,,,
,"変数セット",,0,,"TUTID_特効",0,1,,,
,"サブルーチン終了",,0,,,0,0,,,
"玄関_3章OP",,,0,,,0,0,,,
,"BGM停止",,0,,,0,0,,,
,"壁紙表示",,0,,,0,0,,,
,"章タイトル",,0,,,1,0,,,
,"背景",,0,,"拠点_ソフィア城_中央ホール",0,0,,,
,"BGM停止",,0,,,0,0,,,
,"フェードイン",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"会話",,0,,"MID_EV1",0,0,,,
,"フェードアウト",,0,,,2,0,,,
,"フェード待ち",,0,,,0,0,,,
,"背景",,0,,"ソフィアの門",0,0,,,
,"BGM停止",,0,,,0,0,,,
,"フェードイン",,0,,,2,0,,,
,"フェード待ち",,0,,,0,0,,,
,"会話",,0,,"MID_EV2",0,0,,,
,"サブルーチン呼び出し",,0,,"背景変更_フェード遅め",0,0,"拠点_岩地_ソフィア",,
,"会話",,0,,"MID_EV3",0,0,,,
,"サブルーチン呼び出し",,0,,"背景変更_フェード普通",0,0,"拠点_森_ソフィア",,
,"会話",,0,,"MID_EV4",0,0,,,
,"ウェイト",,0,,,2000,0,,,
,"フェードアウト",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"テロップ消去",,0,,"Tlp_EvEff_Earthquake_Start_Over",0,0,,,
,"ウェイト",,0,,,500,0,,,
,"サブルーチン呼び出し",,0,,"GS_一枚絵表示",0,0,"Tlp_Ev_Landslides",,
,"BGM停止",,0,,,2,0,,,
,"フェードイン",,0,,,2,0,,,
,"効果音再生",,0,,"SE_EVT_3_EARTHQUAKE1",0,-1,,,
,"フェード待ち",,0,,,0,0,,,
,"会話",,0,,"MID_EV5",0,0,,,
,"フェードアウト",,0,,,2,0,"white",,
,"フェード待ち",,0,,,0,0,,,
,"効果音再生",,0,,"SE_EVT_3_HORSE_NEIGH",0,0,,,
,"サブルーチン呼び出し",,0,,"GS_一枚絵消去",0,0,,,
,"サブルーチン呼び出し",,0,,"GS_一枚絵表示",0,0,"Tlp_Ev_PrincessHuggy",,
,"ウェイト",,0,,,1000,0,,,
,"フェードイン",,0,,,2,0,"white",,
,"フェード待ち",,0,,,0,0,,,
,"会話",,0,,"MID_EV6",0,1,,,
,"フェードアウト",,0,,,2,0,,,
,"フェード待ち",,0,,,0,0,,,
,"テロップ消去",,0,,"Tlp_Ev_PrincessHuggy",0,0,,,
,"背景",,0,,"拠点_崩れた崖_ソフィア",0,0,,,
,"フェードイン",,0,,,2,0,"white",,
,"フェード待ち",,0,,,0,0,,,
,"会話",,0,,"MID_EV7",0,1,,,
,"フェードアウト",,0,,,2,0,,,
,"フェード待ち",,0,,,0,0,,,
,"背景",,0,,"拠点_ソフィア城_玄関",0,0,,,
,"BGM停止",,0,,,0,0,,,
,"フェードイン",,0,,,2,0,,,
,"フェード待ち",,0,,,0,0,,,
,"会話",,0,,"MID_EV8",0,1,,,
,"変数セット",,0,,"G_ソフィア城3_3章OP",0,1,,,
,"フェードアウト",,0,,,2,0,,,
,"フェード待ち",,0,,,0,0,,,
,"サブルーチン呼び出し","G_ソフィア城3_ミラの歯車",1,"0","玄関_3章歯車",0,0,,,
,"BGM再生","*else",0,,"BGM_MAP_D_CASTLE",0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"背景変更_フェード普通",,,0,,,0,0,,,
,"フェードアウト",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"背景",,0,,"*arg4",0,0,,,
,"フェードイン",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"背景変更_フェード遅め",,,0,,,0,0,,,
,"フェードアウト",,0,,,2,0,,,
,"フェード待ち",,0,,,0,0,,,
,"背景",,0,,"*arg4",0,0,,,
,"フェードイン",,0,,,2,0,,,
,"フェード待ち",,0,,,0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"玄関_3章歯車",,,0,,,0,0,,,
,"BGM停止",,0,,,0,0,,,
,"フェードイン",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"BGM再生",,0,,"BGM_MAP_D_CASTLE",0,0,,,
,"会話",,0,,"MID_EV10",0,0,,,
,"アイテム入手",,0,,"IID_ミラの歯車(アルム)",0,0,,,
,"フェードアウト",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
